C1= C2= C3= C4= 
[1491, 537][1568, 473][1730, 760][1821, 682]
[1075.97, 326.233][1110.83, 290.506][1155.77, 409.261][1202.93, 367.172]
[1076.61, 326.147][1111.86, 291.168][1157.61, 411.059][1203.44, 367.718]
[1076.47, 326.373][1112.02, 292.263][1158.69, 413.325][1204.35, 369.59]
[1075.71, 326.548][1108.58, 293.109][1158.28, 413.621][1203.81, 370.449]
[1075.07, 328.148][1108.48, 294.346][1155.27, 413.551][1203.62, 373.152]
[1074.48, 329.37][1108.32, 295.863][1153.44, 414.358][1201.9, 374.901]
[1073.4, 330.591][1108.44, 297.595][1154.9, 417.588][1200.8, 376.216]
[1072.53, 331.806][1107.92, 299.198][1152.79, 418.896][1199.91, 377.485]
[1071.26, 335.118][1111.04, 302.52][1152.31, 419.924][1198.63, 380.544]
[1069.05, 336.989][1109.23, 303.788][1149.54, 421.503][1196.69, 381.006]
[1067.93, 339.015][1110.17, 306.522][1147.99, 423.011][1194.89, 382.821]
[1066.47, 340.233][1107.92, 307.397][1145.6, 424.13][1191.72, 382.101]
[1064.2, 340.763][1104.68, 308.527][1143.22, 425.185][1189.31, 384.072]
[1061.89, 341.719][1101.32, 309.065][1141.4, 426.256][1187.19, 384.969]
[1060.12, 343.289][1097.86, 309.436][1139.15, 427.336][1185.58, 386.491]
[1058.79, 344.446][1093.76, 308.502][1139.2, 429.574][1184.66, 386.447]
[1057.83, 345.247][1090.39, 307.71][1139.59, 431.208][1184.59, 388.065]
[1058.28, 344.664][1089.28, 307.934][1140.2, 430.686][1184.86, 388.688]
[1059.23, 344.742][1092.81, 308.072][1139.54, 429.078][1185.39, 388.54]
[1060, 342.743][1092.12, 306.995][1141.66, 428.659][1185.82, 387.227]
[1061.19, 341.162][1093.36, 306.136][1141.58, 426.858][1187.34, 386.747]
[1062.13, 340.2][1094.64, 304.87][1139.52, 424.279][1188.53, 386.051]
[1062.3, 339.725][1093.06, 303.877][1140.26, 423.425][1189.46, 384.611]
[1063, 338.773][1093.01, 302.526][1141.71, 422.473][1190.18, 382.617]
[1063.56, 336.272][1093.27, 301.466][1142.55, 421.433][1191.04, 381.05]
[1063.41, 334.636][1092.94, 300.658][1143.52, 420.932][1191.4, 378.379]
[1063, 333.114][1093.59, 300.054][1144.54, 420.85][1189.92, 376.353]
[1062.98, 331.96][1095.54, 299.022][1145.04, 419.928][1189.08, 375.1]
[1062.96, 331.377][1097.05, 297.661][1145.7, 419.513][1188.72, 373.867]
[1062.95, 330.367][1097.07, 296.043][1145.34, 418.045][1188.15, 371.487]
[1062.94, 328.716][1098.83, 294.791][1145.35, 416.029][1188.88, 371.399]
[1062.94, 327.525][1096.98, 293.321][1145.04, 414.539][1189.46, 369.393]
[1062.94, 326.002][1101.39, 293.923][1144.81, 413.37][1188.73, 368.697]
[1062.94, 325.207][1098.34, 292.708][1144.91, 412.835][1187.89, 366.215]
[1062.36, 324.95][1096.58, 291.827][1145.27, 412.767][1186.96, 364.39]
[1061.92, 325.05][1095.5, 291.733][1144.09, 412.141][1186.54, 362.702]
[1062.74, 326.912][1094.96, 291.111][1144.35, 412.27][1186.22, 363.486]
[1062.8, 325.719][1095.72, 291.215][1144.55, 412.078][1186.86, 364.406]
[1062.26, 325.477][1096.03, 291.394][1144.11, 412.317][1187.09, 364.965]
[1061.86, 324.152][1095.98, 291.555][1144.07, 412.52][1186.98, 364.843]
[1061.55, 323.166][1096.24, 291.701][1140.85, 410.673][1186.91, 364.784]
[1061.31, 322.13][1096.73, 291.825][1142.14, 411.287][1186.85, 365.914]
[1061.14, 322.829][1096.81, 291.95][1142.28, 411.797][1187.11, 365.089]
[1061.01, 323.105][1096.3, 292.059][1142.4, 412.207][1187.31, 365.049]
[1061.5, 322.773][1097.93, 292.161][1143.37, 412.544][1187.47, 366.49]
[1062.46, 324.56][1097.16, 292.254][1144.98, 412.818][1187.6, 367.044]
[1063.2, 324.805][1099.74, 292.913][1146.51, 413.327][1187.7, 367.771]
[1063.77, 325.008][1101.72, 293.431][1147.39, 413.441][1188.06, 368.053]
[1064.21, 325.176][1102.08, 293.838][1147.48, 413.536][1189.21, 369.142]
[1064.54, 325.026][1102.04, 293.577][1147.54, 413.614][1189.81, 369.119]
[1065.36, 326.364][1100.84, 293.378][1147.27, 413.679][1189.39, 367.945]
[1065.98, 328.265][1098.44, 293.228][1147.05, 413.734][1188.78, 366.177]
[1066.45, 328][1097.17, 293.116][1147.45, 414.067][1190.03, 368.28]
[1066.8, 328.077][1098.78, 293.61][1147.46, 414.326][1190.12, 369.627]
[1067.05, 328.995][1099.17, 293.996][1146.58, 414.527][1190.19, 368.931]
[1067.22, 328.54][1100.32, 294.293][1146.77, 414.392][1190.23, 368.967]
[1067.35, 329.339][1100.06, 294.233][1146.33, 413.997][1189.96, 369.863]
[1067.43, 328.788][1097.81, 293.895][1144.53, 413.113][1189.75, 371.13]
[1067.47, 329.513][1096.66, 293.633][1144.6, 413.882][1189, 368.622]
[1067.49, 328.903][1096.35, 293.432][1144.65, 413.611][1189, 368.421]
[1067.49, 328.425][1100.17, 294.435][1144.99, 413.405][1189, 369.712]
[1066.9, 327.472][1099.08, 294.053][1145.25, 413.247][1189, 369.264]
[1067.03, 327.311][1098.22, 293.753][1146.05, 414.003][1188.71, 368.619]
[1067.11, 327.483][1099.89, 294.106][1146.94, 414.88][1188.48, 367.539]
[1067.16, 327.618][1101.46, 294.378][1148.8, 415.553][1189.19, 367.878]
[1067.19, 328.594][1098.88, 294.003][1149.92, 415.774][1188.86, 365.819]
[1067.21, 328.762][1098.92, 293.715][1148.73, 415.065][1188.6, 365.7]
[1067.51, 328.599][1101.56, 294.651][1148.96, 414.803][1188.7, 365.906]
[1067.45, 328.762][1100.98, 294.213][1148.55, 414.013][1188.19, 365.198]
[1067.39, 328.589][1098.77, 293.29][1149.08, 413.987][1187.8, 364.39]
[1067.34, 328.161][1098.52, 293.161][1148.33, 413.968][1187.5, 363.484]
[1067.88, 327.827][1099.5, 293.062][1145.67, 411.899][1187.57, 361.906]
[1067.71, 327.573][1102.87, 294.16][1145.98, 412.373][1187.34, 362.794]
[1068.14, 328.249][1103.7, 294.423][1146.79, 412.742][1186.88, 362.62]
[1067.9, 328.479][1100.28, 293.467][1148.58, 411.879][1186.25, 361.353]
[1067.7, 327.499][1099.65, 292.727][1147.64, 411.215][1186.34, 361.831]
[1067.55, 326.741][1098.87, 292.159][1147.2, 410.714][1186.42, 362.806]
[1067.42, 326.741][1097.99, 291.73][1145.7, 410.057][1188.23, 363.867]
[1067.32, 325.593][1098.75, 291.409][1146.28, 409.276][1188.19, 363.25]
[1067.24, 324.43][1097.91, 290.596][1146.16, 408.406][1188.73, 363.072]
[1067.47, 324.394][1097.55, 290.542][1144.9, 407.726][1189.44, 362.351]
[1067.36, 323.821][1097.86, 290.53][1145.1, 407.252][1189.97, 362.689]
[1067.85, 324.259][1097.24, 289.951][1145.85, 407.194][1190.38, 362.089]
[1067.64, 324.035][1097.06, 289.52][1144.98, 407.174][1190.39, 361.928]
[1067.48, 323.295][1097.51, 289.198][1142.59, 403.133][1190.1, 364.412]
[1067.94, 324.183][1102.19, 290.697][1142.48, 403.798][1190.45, 365.18]
[1067.71, 324.009][1100.61, 290.127][1143.28, 404.043][1190.14, 364.325]
[1067.52, 324.183][1099.37, 289.703][1143.93, 404.576][1189.88, 363.084]
[1067.38, 324.321][1100.15, 289.958][1144.72, 404.999][1189.97, 364.732]
[1067.27, 324.436][1099.87, 290.166][1144.18, 405.641][1190.03, 364.558]
[1067.19, 325.114][1099.95, 290.334][1143.76, 406.156][1190.08, 365.002]
[1067.12, 325.06][1100, 290.47][1143.74, 406.858][1190.11, 366.212]
[1067.07, 325.892][1100.33, 291.161][1143.15, 407.699][1190.13, 366.851]
[1066.46, 325.953][1100.58, 291.697][1144.16, 408.644][1189.84, 366.168]
[1065.98, 325.417][1099.03, 292.106][1144.94, 409.367][1190.2, 365.05]
[1065.63, 324.72][1098.13, 292.413][1145.54, 409.911][1188.46, 363.618]
[1066.51, 327.644][1102.05, 294.386][1146.87, 410.625][1189.13, 366.26]
[1066.63, 329.012][1100.46, 294.153][1146.16, 411.146][1189.65, 367.131]
[1066.71, 328.629][1104.37, 295.678][1147.89, 412.681][1189.77, 368.936]
[1067.35, 329.175][1105.95, 296.271][1149.21, 413.851][1189.85, 368.891]
[1067.85, 329.602][1103.45, 296.16][1150.25, 415.629][1190.5, 368.567]
[1068.81, 330.199][1102.05, 296.044][1150.45, 415.528][1190.99, 368.001]
[1069.55, 330.063][1102.97, 295.933][1150.29, 415.415][1191.66, 368.994]
[1069.53, 330.23][1103.1, 295.832][1150.43, 415.299][1192.45, 369.169]
[1069.5, 329.474][1102.03, 295.738][1150.52, 414.317][1192.47, 368.422]
[1070.05, 329.169][1102.64, 295.656][1151.15, 414.988][1192.48, 368.701]
[1069.88, 329.213][1101.67, 295.583][1150.46, 415.201][1192.18, 368.039]
[1069.74, 328.659][1102.93, 296.095][1151.07, 415.636][1192.23, 368.098]
[1070.21, 329.675][1102.17, 295.902][1150.66, 415.956][1192.26, 368.138]
[1069.98, 329.877][1101.57, 295.744][1150.33, 416.189][1191.99, 368.164]
[1070.37, 330.601][1102.28, 295.612][1150.06, 415.762][1192.06, 367.305]
[1071.24, 334.63][1101.36, 295.502][1151.87, 417.448][1193.27, 368.382]
[1071.32, 333.947][1100.37, 295.414][1153.26, 418.734][1194.19, 368.92]
[1070.8, 332.811][1101.05, 295.341][1153.44, 418.543][1194.32, 367.876]
[1070.38, 333.075][1101.01, 295.281][1153.57, 418.371][1192.94, 368.811]
[1069.46, 332.675][1099.81, 295.231][1151.31, 417.628][1191.28, 366.325]
[1068.75, 330.607][1101.8, 295.77][1150.71, 417.618][1190.3, 369.348]
[1068.79, 330.166][1105.66, 297.345][1150.25, 417.598][1189.54, 369.647]
[1068.82, 330.985][1103.69, 296.808][1151.05, 418.726][1191, 371.025]
[1068.85, 330.746][1103.61, 296.966][1149.64, 417.556][1190.39, 370.049]
[1069.45, 331.139][1107.31, 298.242][1149.71, 417.509][1190.5, 371.024]
[1069.92, 331.44][1104.63, 297.47][1150.64, 417.754][1190.3, 368.855]
[1070.27, 330.793][1103.12, 296.861][1151.06, 417.351][1189.87, 366.88]
[1069.96, 330.582][1102.82, 296.383][1149.94, 417.031][1190.7, 367.977]
[1070.3, 332.155][1101.43, 296.302][1149.36, 416.781][1190.76, 367.958]
[1069.98, 332.204][1101.81, 296.525][1149.78, 417.161][1190.24, 368.522]
[1069.73, 332.518][1100.68, 296.692][1149.54, 416.875][1189.84, 370.384]
[1068.96, 333.036][1102.37, 297.387][1149.64, 417.222][1189.25, 370.954]
[1067.81, 333.144][1104.82, 299.055][1148.58, 417.488][1188.81, 372.805]
[1066.92, 332.934][1105.57, 299.765][1148.34, 418.255][1188.47, 373.084]
[1066.24, 333.05][1103.87, 299.737][1148.15, 418.846][1188.22, 373.571]
[1065.72, 333.13][1102.54, 299.699][1145.46, 417.872][1188.03, 374.781]
[1065.33, 332.904][1101.21, 299.664][1145.36, 418.542][1187.03, 372.852]
[1065.04, 333.006][1100.19, 299.621][1144.16, 418.479][1186.27, 371.036]
[1065.4, 333.667][1103.76, 301.33][1143.52, 419.301][1187.13, 374.27]
[1065.13, 333.578][1101.29, 300.872][1144.24, 420.206][1186.09, 372.672]
[1064.94, 333.501][1100.84, 301.081][1146.55, 421.465][1186.46, 373.455]
[1065.38, 333.728][1099.63, 300.656][1145.74, 421.852][1183.85, 369.127]
[1065.15, 333.604][1098.71, 300.31][1146.28, 422.415][1184.18, 370.71]
[1064.99, 333.502][1096.56, 299.745][1147.57, 422.831][1183.01, 369.619]
[1064.87, 334.576][1097.82, 300.17][1147.13, 422.261][1182.13, 369.941]
[1063.63, 334.239][1096.79, 299.912][1146.78, 422.67][1181.48, 369.905]
[1063.26, 335.13][1096.01, 299.708][1147.1, 423.552][1180.71, 370.461]
[1062.43, 334.646][1094.87, 299.545][1146.48, 423.626][1180.16, 370.603]
[1062.39, 335.694][1093.75, 299.416][1142.86, 421.649][1180.07, 370.999]
[1060.65, 335.352][1091.48, 299.316][1141.51, 421.266][1179.16, 371.303]
[1058.21, 336.215][1090.05, 299.806][1137.38, 419.827][1177.35, 373.808]
[1055.77, 336.02][1086.43, 300.183][1135.35, 419.852][1175.7, 374.03]
[1053.35, 335.575][1085.08, 300.471][1133.82, 419.872][1173.32, 372.203]
[1050.95, 335.222][1083.53, 300.12][1132.11, 419.322][1171.24, 371.347]
[1048.53, 333.511][1081.48, 299.845][1130.8, 418.893][1169.63, 371.25]
[1046.71, 332.174][1079.09, 299.627][1125.81, 415.394][1168.15, 370.886]
[1045.38, 331.145][1080.21, 299.455][1123.76, 415.586][1166.5, 372.049]
[1044.41, 330.357][1077.66, 298.164][1122.25, 414.885][1164.99, 370.633]
[1043.77, 330.062][1076.09, 296.596][1120.91, 413.798][1163.92, 368.966]
[1043.32, 329.844][1076.65, 294.812][1120.22, 412.684][1163.14, 367.391]
[1043.04, 328.823][1076.29, 293.45][1119.49, 411.56][1162.9, 366.478]
[1041.73, 326.892][1075.78, 292.42][1119.29, 410.721][1162.48, 367.532]
[1040.18, 325.419][1073.7, 291.649][1119.78, 410.975][1160.47, 364.295]
[1038.41, 325.159][1072.68, 291.645][1118.73, 410.598][1159.21, 363.239]
[1037.22, 324.747][1071.76, 291.714][1117.49, 410.672][1158.41, 364.256]
[1035.75, 325.032][1071.08, 291.782][1114.83, 410.163][1158.11, 366.512]
[1034.15, 325.579][1072.39, 293.028][1111.72, 409.808][1156.81, 368.845]
[1032.59, 325.711][1070.48, 293.413][1111.33, 410.992][1155.79, 370.959]
[1030.7, 327.025][1067.68, 294.321][1109.19, 411.37][1153.99, 372.564]
[1028.16, 327.756][1064.73, 295.024][1107.34, 411.964][1151.8, 374.933]
[1025.64, 329.196][1063.03, 296.152][1104.46, 413.009][1149.25, 376.765]
[1022.67, 329.73][1060.11, 297.019][1101.53, 413.826][1145.67, 376.674]
[1019.92, 330.138][1055.93, 297.68][1098.79, 413.878][1143, 376.855]
[1017.86, 329.872][1054.5, 298.184][1097.33, 414.496][1141.59, 378.709]
[1015.67, 330.248][1053.39, 298.577][1094.74, 414.98][1138.73, 379.572]
[1013.52, 330.832][1052.65, 298.868][1092.55, 415.944][1136.04, 379.605]
[1012.16, 330.967][1054.67, 300.223][1092.34, 416.657][1134.27, 378.366]
[1011.77, 331.065][1053.36, 299.505][1091.09, 416.322][1132.4, 378.849]
[1011.54, 330.266][1052.69, 298.943][1091.06, 415.769][1132.19, 377.756]
[1011.45, 329.645][1052.24, 297.918][1091.99, 415.333][1131.55, 375.442]
[1011.48, 328.874][1051.68, 297.119][1092.52, 414.412][1131.16, 374.223]
[1012.19, 329.151][1051.34, 296.504][1091.87, 413.704][1131.27, 373.572]
[1012.8, 329.079][1049.98, 296.033][1092.58, 413.162][1131.14, 372.212]
[1013.33, 329.313][1050.42, 295.674][1092.04, 412.75][1131.69, 372.318]
[1013.78, 329.208][1051.1, 295.403][1092.53, 412.439][1131.89, 372.122]
[1014.17, 329.416][1052.53, 295.196][1092.08, 411.339][1132.08, 370.248]
[1015.67, 329.29][1053.1, 294.467][1092.08, 409.92][1133.15, 369.387]
[1016.87, 327.746][1054.74, 293.333][1092.7, 407.971][1134.04, 369.607]
[1017.82, 327.428][1055.74, 292.474][1092.36, 406.783][1135.35, 369.511]
[1018.58, 327.19][1056.83, 291.824][1093.29, 405.891][1136.1, 370.031]
[1019.17, 327.015][1058.25, 291.922][1093.16, 405.523][1136.41, 371.029]
[1019.64, 326.896][1058.2, 291.447][1092.82, 405.29][1136.39, 371.81]
[1020, 326.814][1059.3, 291.677][1093.45, 404.855][1136.39, 372.126]
[1020.29, 326.757][1058.72, 291.576][1090.2, 402.518][1136.4, 372.659]
[1019.93, 326.148][1059.7, 291.806][1090.6, 403.636][1136.42, 372.782]
[1020.23, 326.259][1058.43, 291.705][1092.38, 403.949][1136.74, 373.453]
[1020.46, 327.226][1058.6, 291.929][1091.47, 404.222][1137.28, 372.233]
[1019.48, 326.821][1060.48, 292.696][1091.08, 404.749][1137.71, 372.735]
[1019.3, 325.641][1058.14, 292.716][1092.83, 406.343][1136.89, 370.799]
[1018.58, 324.446][1057.5, 292.738][1093.33, 406.425][1136.25, 371.05]
[1018.62, 324.994][1056.42, 292.76][1092.85, 406.79][1136.36, 371.252]
[1018.65, 325.434][1056.18, 292.782][1092.78, 407.37][1135.57, 371.996]
[1018.69, 325.782][1054.25, 292.802][1093.61, 407.53][1135.56, 371.117]
[1018.72, 326.351][1053.95, 292.821][1093.68, 407.946][1135.27, 370.44]
[1018.75, 326.796][1053.15, 292.839][1094.61, 408.268][1135.93, 367.593]
[1018.77, 327.14][1053.73, 292.857][1094.16, 408.513][1135.87, 369.493]
[1018.8, 327.114][1053.32, 292.873][1094.68, 408.697][1135.83, 369.231]
[1018.82, 327.672][1054.18, 292.887][1095.96, 409.414][1135.81, 369.328]
[1019.42, 331.333][1054.27, 292.312][1095.19, 408.512][1135.79, 369.99]
[1019.31, 330.632][1057.01, 293.049][1095.18, 408.094][1135.78, 366.673]
[1018.63, 328.289][1057.07, 292.444][1096.63, 408.066][1136.08, 366.809]
[1018.11, 327.365][1055.35, 291.982][1095.4, 407.752][1136.31, 365.469]
[1017.72, 326.076][1054.03, 291.635][1095.32, 407.804][1136.49, 363.307]
[1018.01, 325.666][1054.77, 291.37][1096.71, 407.844][1137.51, 364.856]
[1017.95, 325.077][1053.61, 291.179][1096.32, 407.878][1137.7, 366.664]
[1017.61, 324.345][1052.73, 291.038][1095.73, 407.616][1136.98, 364.897]
[1017.36, 322.919][1054.36, 291.511][1095.84, 407.702][1137.87, 367.293]
[1017.17, 322.706][1055.64, 291.884][1095.64, 407.772][1137.97, 369.449]
[1016.46, 321.983][1056.92, 292.176][1094.61, 406.671][1137.18, 369.959]
[1016.49, 322.886][1057.03, 291.824][1094.4, 405.819][1135.98, 370.061]
[1015.94, 323.021][1055.95, 291.551][1093.65, 405.16][1135.92, 367.504]
[1015.53, 322.862][1055.4, 291.347][1092.79, 404.677][1135.6, 368.739]
[1015.81, 323.328][1054.97, 291.191][1092.71, 404.891][1135.93, 369.113]
[1016.04, 323.706][1054.65, 291.079][1092.68, 405.079][1136.2, 369.397]
[1016.23, 324.003][1054.41, 290.999][1092.66, 405.234][1136.4, 369.611]
[1016.38, 323.657][1054.22, 290.94][1092.07, 404.779][1136.28, 370.644]
[1016.5, 323.974][1054.09, 290.899][1092.2, 405.017][1135.6, 370.854]
[1016.59, 323.646][1052.54, 290.874][1092.32, 405.211][1135.66, 368.693]
[1016.67, 323.976][1052.52, 290.858][1091.26, 404.207][1135.71, 367.597]
[1016.74, 324.235][1053.09, 290.85][1090.74, 403.441][1135.75, 368.784]
[1016.79, 324.438][1052.09, 290.849][1091.23, 404.022][1135.79, 367.678]
[1016.83, 325.464][1052.78, 290.851][1091.03, 403.903][1135.53, 368.854]
[1016.87, 325.385][1053.62, 291.435][1090.89, 404.4][1135.04, 368.318]
[1016.89, 325.901][1054.56, 291.889][1090.22, 403.63][1134.38, 369.645]
[1016.33, 326.295][1056.45, 292.821][1089.12, 403.915][1133.58, 370.671]
[1016.49, 327.171][1054.71, 292.372][1088.59, 404.435][1132.98, 371.455]
[1016.6, 328.145][1053.93, 292.606][1088.76, 404.843][1132.52, 370.598]
[1016.12, 327.99][1053.63, 292.776][1089.23, 405.453][1132.19, 371.086]
[1016.33, 328.73][1053.69, 293.484][1085.53, 403.887][1131.96, 371.163]
[1016.49, 330.739][1054.03, 294.023][1086.47, 405.297][1131.79, 370.343]
[1016.04, 330.236][1052.84, 294.43][1086.93, 406.096][1131.67, 370.576]
[1015.69, 330.119][1054.84, 295.898][1087.6, 407.003][1132.18, 372.788]
[1015.43, 329.423][1055.51, 296.432][1088.14, 407.694][1132.87, 373.902]
[1015.23, 329.745][1054.27, 296.827][1087.98, 408.509][1132.84, 374.165]
[1016.83, 332.593][1051.86, 297.108][1088.74, 409.12][1132.82, 372.89]
[1016.32, 332.453][1051.46, 297.312][1087.88, 409][1132.8, 372.475]
[1015.93, 331.434][1052.92, 297.441][1090.14, 410.921][1132.22, 369.813]
[1016.21, 331.212][1052.3, 296.941][1091.88, 411.22][1132.36, 368.342]
[1016.43, 329.573][1051.26, 296.537][1092.05, 410.55][1133.05, 367.515]
[1016.6, 328.305][1050.17, 295.638][1092.46, 410.017][1133.59, 367.47]
[1016.72, 327.333][1051.38, 294.939][1092.46, 409.3][1133.71, 367.458]
[1016.82, 326.864][1050.57, 293.816][1092.18, 408.454][1134.39, 367.155]
[1017.47, 325.948][1050.27, 292.959][1093.67, 407.505][1134.62, 365.807]
[1017.96, 325.542][1050.34, 292.309][1095.93, 407.918][1134.78, 364.506]
[1017.77, 324.628][1050.67, 291.207][1096.58, 408.245][1135.5, 362.587]
[1017.61, 323.971][1050.09, 290.398][1096.71, 407.049][1136.32, 362.637]
[1018.07, 323.747][1048.18, 289.766][1095.36, 406.118][1136.38, 361.219]
[1017.83, 323.305][1049.63, 289.299][1095.46, 406.568][1136.41, 361.616]
[1018.23, 323.569][1051.37, 288.96][1095.51, 407.803][1137.59, 364.594]
[1018.52, 323.214][1050.08, 288.729][1095.53, 406.712][1138.48, 364.871]
[1019.33, 322.961][1049.97, 288.576][1095.82, 407.04][1139.14, 365.096]
[1019.35, 323.071][1053.67, 289.637][1097.77, 408.165][1139.63, 367.307]
[1020.53, 325.489][1058.25, 291.049][1097.81, 408.451][1141.15, 369.301]
[1022.59, 327.95][1058.88, 292.73][1100.15, 410.124][1142.89, 370.258]
[1027.06, 329.551][1063.96, 295.769][1104.24, 412.564][1147.09, 372.137]
[1034.54, 333.679][1068.72, 299.847][1110.85, 415.592][1154.66, 374.729]
[1044.31, 339.732][1078.11, 305.861][1121.1, 421.666][1164.48, 379.304]
[1056.34, 347.806][1088.13, 313.904][1133.8, 430.336][1177.12, 386.826]
[1069.65, 357.791][1102.2, 324.736][1148.48, 443.687][1192.64, 399.874]
[1084.22, 373.404][1117.38, 340.419][1165.27, 461.294][1209.77, 416.111]
[1099.85, 394.243][1135.8, 361.017][1186.06, 483.938][1229.07, 439.16]
[1117.92, 416.087][1156.88, 382.961][1207.77, 510.315][1251.66, 463.846]
[1132.66, 438.675][1174.21, 404.18][1224.41, 534.625][1269.55, 489.469]
[1140.06, 455.847][1184.73, 422.313][1234.35, 555.07][1279.57, 507.492]
[1138.54, 471.058][1181.55, 435.965][1232.72, 569.596][1278.87, 523.616]
[1133.51, 480.33][1175.5, 445.474][1229, 580.295][1275.56, 534.995]
[1125.79, 488.125][1170.99, 454.036][1222.5, 588.267][1269.08, 544.662]
[1114.31, 493.67][1163.13, 461.338][1213.36, 595.342][1258.49, 551.609]
[1102.24, 497.171][1149.73, 465.03][1202.41, 600.512][1247.86, 555.814]
[1091.65, 500.867][1138.36, 466.844][1191.75, 603.996][1236.86, 559.136]
[1078.68, 502.283][1128.28, 469.999][1177.26, 605.534][1222.98, 561.132]
[1063.42, 499.716][1113.12, 466.728][1161.58, 602.935][1207.46, 558.024]
[1048.78, 495.714][1097.65, 462.76][1147.45, 600.619][1192.58, 554.737]
[1034.19, 489.572][1081.21, 455.19][1129.42, 591.356][1175.42, 548.512]
[1018.7, 476.162][1065.71, 442.13][1111.82, 576.083][1157.62, 534.716]
[1004.65, 460.891][1047.85, 425.968][1096.42, 559.633][1140.89, 517.069]
[990.319, 446.312][1034.35, 411.581][1074.33, 538.88][1125.34, 500.336]
[975.9, 431.42][1017.06, 395.082][1062.1, 525.05][1108.22, 483.466]
[963.424, 419.523][1002.97, 380.815][1048.16, 508.768][1093.13, 467.149]
[951.844, 408.157][992.487, 371.119][1034.89, 496.952][1080.72, 457.328]
[942.719, 403.858][983.636, 366.097][1024.79, 490.309][1069.82, 452.212]
[936.207, 400.446][979.075, 364.164][1016.4, 485.422][1061.11, 447.326]
[931.294, 396.809][973.363, 361.102][1011.23, 482.414][1055.41, 444.3]
[927.11, 394.763][966.543, 358.351][1005.74, 478.591][1050.37, 441.307]
[923.699, 392.765][961.679, 355.237][1002.5, 476.411][1046.35, 438.307]
[921.47, 390.229][958.052, 353.002][1002.19, 476.667][1043.1, 434.731]
[919.86, 388.594][956.817, 351.313][1002.38, 476.935][1040.72, 433.166]
[919.551, 387.457][955.985, 350.448][1003.21, 477.301][1039.93, 432.149]
[921.213, 385.783][957.832, 349.277][1004.88, 475.92][1040.66, 432.61]
[924.018, 385.829][961.963, 349.715][1006.84, 475.036][1041.93, 432.871]
[926.377, 387.991][963.618, 348.992][1007.67, 472.709][1044.01, 432.596]
[928.818, 386.932][965.824, 348.618][1009.83, 472.269][1046.01, 432.864]
[932.38, 385.669][969.51, 347.896][1012.61, 470.066][1050.15, 432.64]
[938.742, 384.496][975.689, 347.436][1019.25, 468.765][1056.99, 432.852]
[949.573, 388.892][984.367, 351.233][1029.74, 472.219][1067.36, 436.588]
[962.085, 394.119][1000.15, 358.895][1043.16, 477.9][1081.57, 443.329]
[974.137, 400.255][1013.3, 367.791][1055.64, 485.57][1094.96, 448.605]
[983.419, 405.91][1022.56, 372.95][1064.97, 491.561][1105.89, 453.881]
[989.885, 409.683][1029.3, 376.899][1068.57, 492.118][1113.92, 458.234]
[994.756, 413.731][1032.34, 379.905][1075.32, 496.9][1120.29, 461.856]
[997.442, 416.2][1037.68, 382.717][1077.73, 500.253][1125.57, 466.028]
[998.488, 417.75][1036.14, 383.652][1078.87, 501.92][1128.31, 466.856]
[998.675, 418.644][1039.55, 386.105][1078.83, 503.492][1127.47, 468.062]
[997.442, 418.653][1037.61, 385.556][1078.61, 503.749][1125.98, 466.846]
[996.346, 418.004][1034.5, 384.464][1080.62, 507.081][1124.38, 464.088]
[995.398, 418.323][1032.87, 383.561][1078.29, 505.811][1123.02, 462.205]
[993.983, 417.933][1030.36, 382.808][1076.09, 505.057][1120.11, 461.007]
[992.236, 417.882][1027.77, 382.185][1074.6, 504.72][1117.49, 462.391]
[989.08, 417.235][1024.84, 382.269][1069.3, 501.206][1114.83, 461.405]
[985.971, 417.547][1022.24, 382.269][1065.43, 501.37][1112.1, 464.121]
[982.684, 418.618][1018.76, 382.231][1062.15, 502.055][1109.11, 463.548]
[979.287, 421.439][1014.36, 383.335][1057.91, 504.592][1105.64, 465.403]
[974.945, 423.863][1013.31, 386.477][1054.37, 507.389][1101.81, 469.702]
[970.459, 426.561][1010.79, 390.028][1048.49, 508.937][1098.31, 474.722]
[967.04, 430.905][1008.01, 393.882][1046.61, 515.014][1095.34, 478.252]
[963.906, 436.189][1003.91, 398.507][1044.39, 521.646][1092.84, 485.792]
[959.831, 441.041][1000.23, 403.148][1042.18, 528.117][1089.23, 491.219]
[955.661, 444.055][995.202, 406.876][1037.71, 532.366][1085.41, 493.215]
[952.495, 446.605][992.231, 409.407][1034.6, 535.577][1083.07, 498.14]
[950.132, 448.481][989.725, 410.696][1034.29, 537.952][1080.18, 499.823]
[947.875, 448.328][987.93, 411.541][1032.46, 539.028][1077.21, 501.228]
[945.547, 448.186][986.254, 411.015][1030.46, 538.386][1074.91, 501.135]
[944.026, 446.966][984.054, 409.216][1030.89, 538.767][1072.51, 499.898]
[942.939, 444.8][982.439, 406.609][1028.4, 535.499][1070.46, 497.415]
[941.014, 440.742][978.068, 403.086][1026.24, 531.444][1068.94, 493.097]
[940.245, 436.955][976.867, 398.849][1024.4, 526.766][1067.04, 489.381]
[939.194, 432.252][972.877, 393.805][1023.67, 521.654][1066.57, 484.135]
[938.419, 427.412][973.631, 389.875][1021.68, 515.611][1063.32, 478.574]
