C1= C2= C3= C4= 
[1585, 291][1644, 233][1764, 452][1853, 387]
[1560.39, 543.771][1610.3, 495.352][1706.52, 684.52][1787.61, 642.461]
[1560.53, 548.876][1610.04, 497.841][1706.06, 687.35][1789.54, 645.591]
[1560.9, 548.615][1607.9, 498.409][1705.88, 690.822][1789.21, 647.139]
[1561.09, 549.293][1607.14, 499.707][1707.45, 695.13][1790.03, 649.732]
[1560.68, 549.53][1606.9, 501.024][1708.41, 697.285][1790.73, 650.859]
[1560.93, 550.31][1607.9, 502.341][1707.89, 698.611][1791.22, 652.924]
[1560.33, 551.115][1606.68, 502.925][1708.73, 699.941][1786.15, 649.158]
[1559.83, 551.689][1605.72, 503.326][1707.51, 700.849][1786.12, 650.72]
[1559.43, 552.111][1606.14, 504.794][1706.25, 701.203][1785.77, 651.888]
[1559.06, 552.374][1608.15, 506.994][1706.07, 701.325][1785.13, 653.265]
[1558.2, 552.597][1610.02, 508.73][1705.96, 702.049][1784.36, 654.95]
[1557.52, 555.161][1607.32, 508.302][1705.56, 702.312][1783.15, 655.38]
[1556.94, 554.655][1604.53, 508.723][1703.96, 702.622][1782.44, 656.15]
[1555.88, 555.138][1602.67, 509.318][1701.82, 702.523][1781.28, 657.009]
[1555.07, 555.162][1602.13, 509.709][1701.64, 702.96][1780.38, 657.293]
[1554.44, 555.432][1600.84, 510.538][1701.8, 703.811][1779.39, 656.846]
[1553.97, 557.654][1600.46, 511.705][1704.25, 704.984][1779.52, 658.211]
[1553.61, 557.88][1601.34, 512.869][1703.5, 706.734][1779.33, 658.943]
[1553.34, 560.358][1605.25, 515.185][1705.53, 708.615][1779.18, 661.802]
[1553.15, 561.297][1605.03, 516.269][1704.74, 710.511][1778.51, 660.122]
[1553.01, 563.182][1604.87, 517.109][1706.15, 711.977][1778.27, 661.433]
[1552.9, 563.17][1604.15, 517.739][1705.78, 713.676][1778.68, 663.023]
[1552.81, 563.432][1602.98, 517.613][1704.59, 714.09][1779, 664.553]
[1552.77, 565.589][1602.96, 517.975][1704.52, 713.929][1778.97, 665.296]
[1552.75, 566.323][1601.76, 518.515][1703.58, 713.461][1778.35, 662.859]
[1552.74, 565.645][1602.33, 519.182][1703.43, 713.636][1778.77, 664.5]
[1552.74, 565.971][1602.78, 519.06][1703.62, 714.918][1780.89, 666.332]
[1552.74, 568.572][1605.22, 520.115][1704.06, 715.854][1782.52, 667.999]
[1552.74, 566.977][1603.48, 519.751][1704.11, 716.635][1783.84, 668.128]
[1552.76, 567.101][1606.39, 521.138][1705.34, 717.013][1784.15, 669.234]
[1552.78, 565.962][1606.17, 520.353][1704.76, 716.664][1784.37, 670.044]
[1552.81, 565.655][1608.97, 521.501][1704.31, 716.333][1784.5, 670.883]
[1552.82, 567.507][1606.03, 520.573][1704.56, 715.464][1782.79, 668.212]
[1552.84, 568.996][1603.69, 519.852][1706.91, 716.023][1783.29, 669.188]
[1552.25, 567.263][1602.22, 519.814][1705.62, 715.42][1781.21, 666.463]
[1551.81, 568.622][1600.82, 519.768][1703.44, 714.941][1780.23, 665.286]
[1551.5, 569.023][1601.26, 520.3][1704.15, 715.144][1780.38, 667.333]
[1551.25, 568.446][1601.89, 520.709][1703.52, 715.005][1780.5, 667.138]
[1551.66, 567.681][1601.21, 520.417][1701.55, 714.291][1781.78, 668.155]
[1551.98, 567.976][1604.59, 521.987][1701.51, 715.229][1782.49, 668.35]
[1552.25, 568.147][1602.71, 521.632][1700.63, 715.899][1783.6, 668.435]
[1552.45, 568.567][1602.17, 521.061][1699.67, 716.407][1782.67, 666.137]
[1552.6, 569.468][1600.28, 520.608][1701.01, 716.783][1781.07, 663.771]
[1552.72, 568.375][1599.12, 520.248][1700.29, 717.058][1779.83, 661.945]
[1552.82, 570.189][1598.54, 519.961][1700.63, 717.256][1781.55, 663.81]
[1552.29, 568.292][1597.23, 519.73][1695.58, 713.226][1781.1, 663.19]
[1552.48, 569.487][1597.15, 519.548][1698.23, 713.975][1781.34, 663.611]
[1552.63, 568.32][1598.58, 520.003][1699.42, 714.558][1782.13, 666.626]
[1552.75, 567.407][1598.54, 520.048][1699.17, 714.412][1783.03, 667.15]
[1552.83, 566.704][1597.04, 520.079][1698.99, 714.298][1783.41, 667.545]
[1552.9, 566.461][1599.15, 520.393][1699.45, 714.8][1783.7, 668.419]
[1552.95, 565.958][1600.52, 520.651][1700.11, 715.204][1784.55, 670.052]
[1552.69, 567.992][1600.67, 520.82][1701.54, 715.493][1785.13, 669.7]
[1552.78, 568.641][1601.97, 520.943][1702.91, 716.002][1784.68, 671.485]
[1552.85, 570.296][1602.66, 521.615][1704.81, 716.966][1783.74, 671.353]
[1552.9, 569.807][1602.01, 521.541][1704.81, 717.696][1783.59, 671.525]
[1552.95, 569.132][1601.8, 522.071][1703.04, 717.384][1782.89, 671.953]
[1552.98, 568.887][1602.21, 522.466][1701.94, 717.414][1782.34, 671.951]
[1552.4, 568.394][1601.34, 522.772][1700.78, 717.135][1781.61, 671.94]
[1551.95, 567.693][1601.87, 523.013][1699.85, 717.216][1781.03, 672.234]
[1551.61, 568.066][1601.06, 523.146][1696.77, 715.433][1780.62, 671.774]
[1551.36, 567.749][1601.03, 523.245][1696.82, 715.576][1780.61, 672.021]
[1551.18, 570.499][1600.12, 522.705][1696.91, 714.491][1779.13, 671.588]
[1550.41, 569.927][1600.01, 522.901][1697.25, 715.468][1778.24, 671.567]
[1549.86, 569.746][1599.64, 523.016][1695.78, 714.412][1777.34, 672.109]
[1549.46, 569.904][1598.47, 522.799][1693.49, 713.02][1776.68, 671.615]
[1549.16, 569.424][1597.88, 522.033][1692.05, 712.255][1776.19, 672.126]
[1548.38, 568.461][1596.29, 521.152][1686.62, 708.768][1775.86, 670.727]
[1548.37, 568.311][1595.67, 521.067][1686.61, 709.049][1775.34, 670.828]
[1548.08, 567.903][1594.91, 521.295][1686.34, 708.987][1774.66, 670.026]
[1547.59, 567.887][1595.53, 521.476][1688.84, 711.318][1776.21, 671.451]
[1547.22, 570.218][1594.85, 521.324][1690.8, 713.131][1775.38, 671.384]
[1546.95, 569.966][1594.93, 521.207][1692.06, 714.544][1775.04, 671.326]
[1546.76, 569.468][1598.85, 522.885][1690.7, 713.281][1776.57, 673.925]
[1546.64, 569.962][1596.57, 522.411][1693.21, 714.367][1775.12, 672.679]
[1545.97, 570.631][1596.01, 522.038][1696.04, 717.263][1775.19, 673.469]
[1545.46, 570.257][1598.24, 522.937][1699.44, 719.515][1775.25, 672.594]
[1545.1, 569.361][1595.52, 521.246][1698.75, 718.233][1774.14, 671.012]
[1545.43, 571.048][1597.29, 521.725][1697.6, 716.925][1772.7, 670.086]
[1545.12, 570.257][1595.1, 520.313][1698.48, 716.193][1773.4, 669.38]
[1545.48, 568.743][1593.7, 518.625][1697.06, 715.919][1772.47, 668.242]
[1545.78, 566.669][1597.44, 519.732][1696.54, 714.199][1772.06, 667.976]
[1546.01, 567.158][1596.71, 518.083][1696.44, 712.781][1772.01, 667.09]
[1546.85, 566.98][1594.89, 516.901][1696.66, 713.005][1772.08, 666.515]
[1547.49, 567.482][1596.31, 517.294][1697.73, 712.278][1772.48, 667.355]
[1547.97, 565.746][1594.06, 516.386][1699.13, 713.246][1772.78, 666.783]
[1548.97, 565.604][1594.13, 516.269][1697.16, 712.455][1773.32, 666.318]
[1549.69, 566.468][1596.06, 517.176][1697.76, 712.198][1773.15, 663.913]
[1550.22, 566.233][1597.22, 517.277][1698.5, 713.807][1773.63, 663.329]
[1551.19, 566.654][1597.79, 517.659][1696.99, 712.966][1774.59, 664.096]
[1551.93, 566.391][1596.47, 517.955][1695.83, 712.322][1773.85, 661.459]
[1552.48, 566.783][1597.21, 518.191][1699.05, 714.476][1774.75, 661.809]
[1552.88, 566.21][1598.95, 518.966][1698.89, 714.084][1775.44, 661.818]
[1553.16, 565.487][1598.52, 518.394][1699.33, 713.196][1776.84, 663.036]
[1553.37, 564.928][1598.18, 517.362][1700.55, 714.271][1777.34, 663.107]
[1552.91, 565.69][1599.09, 516.573][1700.89, 713.925][1777.12, 663.186]
[1551.95, 562.995][1599.2, 514.752][1699.35, 711.856][1776.94, 662.348]
[1550.59, 561.013][1597.19, 511.671][1698.15, 708.549][1775.88, 660.597]
[1548.38, 559.793][1593.9, 507.562][1696.94, 703.973][1772.73, 656.331]
[1545.48, 553.834][1590.45, 502.016][1690.09, 695.111][1769.69, 650.955]
[1540.85, 543.852][1586.59, 494.76][1687.15, 687.652][1765.85, 643.228]
[1537.36, 533.987][1582.83, 486.412][1680.53, 676.501][1761.48, 633.611]
[1533.02, 524.319][1579.17, 477.302][1677.95, 669.415][1757.66, 624.713]
[1529.2, 517.418][1574.7, 468.769][1678.42, 663.616][1754.52, 615.758]
[1527.51, 513.453][1576.01, 462.964][1676.51, 658.162][1753.94, 610.213]
[1525.14, 507.128][1573.04, 456.975][1675.13, 652.151][1750.08, 599.19]
[1523.94, 502.35][1573.41, 452.462][1675.56, 649.079][1751.82, 595.748]
[1524.88, 502.423][1573.21, 449.813][1678.34, 647.247][1754.15, 592.784]
[1525.73, 502.799][1574.34, 448.401][1683.2, 648.206][1758.1, 595.258]
[1525.85, 506.45][1577.91, 450.68][1684.64, 651.134][1761.19, 599.672]
[1525.13, 510.36][1576.89, 453.26][1686.37, 655.077][1764.2, 604.491]
[1524.33, 512.351][1576.73, 456.63][1687.42, 659.476][1761.8, 604.53]
[1525, 516.129][1583.8, 463.002][1690.61, 664.215][1765.3, 611.876]
[1524.98, 517.342][1586, 465.638][1690.97, 666.754][1766.21, 612.578]
[1525.62, 518.658][1582.92, 464.785][1691.52, 666.69][1767.5, 614.393]
[1523.12, 516.683][1579, 462.318][1686.23, 663.634][1764.89, 613.11]
[1518.31, 513.186][1573.34, 459.372][1681.26, 659.293][1758.67, 608.94]
[1513.53, 507.315][1565.49, 454.233][1676.01, 653.966][1752.75, 603.147]
[1509.34, 501.094][1560.72, 448.876][1671.43, 647.57][1747.06, 596.986]
[1506.27, 494.13][1556.92, 442.279][1666.56, 638.698][1741.64, 589.476]
[1503.95, 488.8][1551.96, 433.082][1658.67, 626.557][1734.23, 579.572]
[1496.86, 474.633][1544.03, 422.482][1647.86, 613.089][1724.69, 566.04]
[1490.54, 466.884][1536.51, 412.435][1637.27, 600.328][1715.36, 555.268]
[1485.18, 456.919][1529.65, 404.858][1628.65, 590.99][1707.42, 545.962]
[1486.58, 451.597][1529.93, 399.303][1629.09, 584.135][1707.77, 539.402]
[1494.39, 447.626][1535.75, 394.852][1638.34, 579.66][1716.94, 535.708]
[1507.6, 446.896][1549.23, 391.096][1654.48, 576.524][1731.53, 533.447]
[1522.93, 443.518][1563.91, 387.751][1670.33, 573.691][1748.55, 530.385]
[1538.56, 441.626][1579.69, 385.02][1684.92, 570.236][1766.71, 528.49]
[1552.95, 440.34][1593.64, 382.501][1701.52, 568.376][1782.18, 525.733]
[1568.04, 439.041][1612.3, 380.874][1719.82, 567.899][1799.3, 525.424]
[1588.72, 443.446][1628.91, 380.01][1740.6, 568.851][1822.11, 526.768]
[1606.89, 441.589][1650.22, 380.666][1762.73, 571.815][1847.6, 528.529]
[1623.94, 443.068][1669.42, 382.645][1785.49, 575.576][1867.54, 525.97]
[1637.65, 443.798][1685.09, 383.795][1799.67, 578.979][1885.77, 529.886]
[1644.41, 445.439][1693.03, 386.088][1806.7, 581.188][1894.68, 533.108]
[1646.47, 447.7][1697.67, 389.453][1806.95, 583.304][1897.52, 537.261]
[1638.82, 449.076][1690.28, 392.041][1796.46, 584.844][1886.22, 537.621]
[1626.33, 446.803][1678.89, 392.193][1781.21, 583.299][1870.06, 536.695]
[1609.9, 443.006][1662.68, 389.343][1763.88, 577.642][1848.98, 530.007]
[1591.07, 435.75][1643.97, 382.782][1741.39, 568.069][1824.8, 520.253]
[1570.69, 426.468][1622.75, 373.416][1720, 556.735][1799.15, 507.897]
[1550.57, 415.568][1599.29, 360.356][1696.17, 542.191][1774.12, 493.762]
[1532.04, 404.18][1578.49, 347.594][1676.92, 528.645][1751.61, 479.654]
[1515.02, 392.068][1560.02, 335.61][1656.12, 515.508][1731.01, 465.204]
[1500.32, 381.733][1545.1, 324.782][1638.84, 503.829][1713.03, 454.009]
[1484.08, 369.389][1529.31, 314.448][1622.19, 490.518][1694.39, 440.495]
[1468.93, 357.666][1513.94, 303.662][1604.79, 476.977][1675.85, 427.709]
[1453.76, 344.243][1497.13, 290.665][1586.72, 461.274][1658.39, 412.887]
[1439.66, 329.659][1482.03, 276.41][1568.86, 444.322][1639.82, 393.922]
[1429.74, 315.869][1472.03, 262.539][1555.13, 428.021][1627.74, 378.789]
[1422.98, 302.208][1466.7, 249.11][1547.27, 412.465][1619.68, 365.031]
[1417.68, 288.857][1460.73, 236.226][1541.83, 398.629][1613.51, 351.686]
[1414.36, 280.85][1456.01, 225.267][1533.74, 385.571][1604.6, 334.805]
[1410.16, 271.348][1452.56, 217.078][1527.84, 375.316][1598.4, 323.121]
[1404.04, 260.676][1450.98, 210.19][1521.81, 366.111][1595.48, 318.873]
[1400.45, 254.263][1449.05, 206.303][1518.08, 360.821][1594.17, 317.373]
[1398.2, 252.077][1448.03, 205.101][1515.22, 358.365][1591.36, 315.378]
[1395.98, 250.708][1446.2, 205.462][1509.38, 357.023][1586.48, 313.211]
[1394.12, 253.1][1446.09, 209.381][1504.98, 359.588][1580.65, 314.155]
[1393.03, 258.053][1444.75, 215.066][1503.13, 363.896][1577.72, 319.901]
[1391.73, 262.538][1442.06, 220.089][1498.91, 367.315][1574.17, 323.812]
[1389.73, 264.102][1437.2, 222.929][1496.22, 369.574][1569.92, 327.032]
[1387.47, 265.701][1434.8, 226.024][1491.8, 370.587][1566.08, 329.934]
[1384.74, 269.767][1433.15, 228.54][1486.01, 370.38][1561.04, 332.94]
[1381.15, 269.564][1428.62, 229.759][1480.17, 369.307][1554, 331.932]
[1376.92, 268.422][1421.87, 229.96][1471.07, 366.08][1547.25, 330.188]
[1372.11, 268.303][1416.58, 230.643][1464.73, 365.469][1540.33, 328.963]
[1367.67, 266.979][1412.13, 230.949][1459.62, 363.718][1534.77, 327.484]
[1365.14, 268.491][1406.01, 229.463][1456.99, 360.472][1528.51, 324.111]
[1360.87, 265.794][1400.18, 226.843][1453.88, 357.131][1521.4, 319.46]
[1357.4, 263.311][1396.48, 223.474][1448.47, 352.782][1513.27, 313.764]
[1353.79, 259.132][1394.22, 220.383][1443.16, 349.34][1507.71, 309.571]
[1350.88, 256.166][1391.49, 218.208][1440.3, 345.577][1503.56, 306.11]
[1348.43, 252.85][1393.1, 217.335][1434.22, 339.183][1499.15, 303.572]
[1346.46, 250.296][1389.76, 214.788][1429.65, 335.01][1494.46, 299.928]
[1345.48, 247.5][1388.64, 211.915][1427.82, 331.168][1491.13, 296.418]
[1344.94, 244.637][1387.4, 208.671][1425.25, 326.116][1488.06, 292.475]
[1343.94, 240.673][1385.88, 206.179][1422.41, 322.533][1484.83, 288.27]
[1343.36, 238.054][1381.93, 202.599][1420.8, 319.105][1483.25, 285.514]
[1343.18, 235.988][1380.38, 201.817][1418.8, 316.824][1482.22, 283.118]
[1342.53, 235.064][1379.57, 201.875][1417.69, 315.77][1479.5, 282.555]
[1342.24, 234.572][1407.98, 228.485][1414.22, 314.085][1476.61, 238.219]
[1341.59, 235.839][1424.58, 195.685][1412.72, 246.107][1475.88, 255.115]
[1341.02, 235.552][1437.7, 171.144][1409.91, 263.969][1471.95, 268.546]
[1340.39, 243.278][1421.71, 185.772][1407.08, 281.175][1469.73, 277.515]
[1339.93, 253.076][1412.22, 200.65][1408.15, 297.494][1468.65, 288.289]
[1341.42, 261.313][1403.34, 212.333][1411.8, 311.868][1470.65, 296.751]
[1344.47, 267.666][1398.55, 222.311][1415.74, 325.225][1474.52, 305.108]
[1349.27, 274.858][1396.99, 231.161][1421.59, 337.056][1480.37, 312.712]
[1354.19, 280.288][1398.82, 238.768][1427.39, 347.597][1485.9, 317.902]
[1357.99, 284.608][1401.18, 245.646][1431.9, 356.753][1490.83, 323.243]
[1360.89, 288.634][1402.17, 251.617][1436.56, 364.768][1495.55, 329.834]
[1362.51, 291.932][1402.08, 256.401][1439.85, 371.709][1499.48, 335.995]
[1363.71, 294.563][1401.17, 259.258][1442.34, 376.785][1503.08, 340.818]
[1366.93, 296.742][1402.54, 260.706][1446.27, 380.503][1507, 344.96]
[1370.6, 298.377][1403.61, 260.875][1449.02, 381.835][1511.5, 345.755]
[1374.53, 296.755][1407.43, 258.68][1454.59, 381.065][1515.48, 344.915]
[1379.33, 295.111][1411.29, 255.986][1459.18, 379.455][1522.12, 344.759]
[1382.81, 290.344][1415.7, 252.773][1463.37, 376.969][1527.58, 343.145]
[1386.04, 287.514][1417.6, 249.057][1465.66, 372.9][1530.25, 338.565]
[1388.4, 284.059][1420.8, 245.504][1467.58, 369.018][1532.45, 334.903]
[1390.61, 283.138][1422.55, 242.418][1472.42, 365.913][1534.51, 329.31]
[1392.3, 280.316][1423.6, 240.012][1473.17, 362.886][1536.69, 327.053]
[1393.32, 278.136][1426.34, 238.166][1474.33, 360.496][1539.25, 326.494]
[1393.98, 275.29][1429.53, 236.469][1474.78, 358.06][1540.17, 325.172]
[1394.99, 273.114][1431.63, 235.177][1476.23, 357.375][1540.47, 322.672]
[1395.68, 271.154][1431.69, 234.196][1478.15, 358.044][1541.21, 321.044]
[1397.27, 272.985][1436.68, 236.468][1480.97, 360.962][1543.7, 322.808]
[1400.08, 275.926][1440.02, 240.609][1485.27, 365.548][1546.87, 326.263]
[1403.36, 281.749][1442.23, 245.567][1488.21, 370.832][1551.61, 332.47]
[1407.58, 288.022][1447.09, 252.939][1494.22, 379.621][1557.82, 339.917]
[1412.45, 296.96][1452.17, 260.923][1499.55, 388.361][1563.9, 348.547]
[1417.79, 306.968][1459.42, 270.476][1507.26, 399.636][1572.47, 361.843]
[1423.51, 317.49][1466.31, 281.526][1515.37, 412.859][1582.71, 376.046]
[1430.28, 329.782][1472.79, 293.331][1523.38, 427.828][1593.86, 390.888]
[1437.63, 343.769][1480.2, 306.63][1531.92, 444.095][1605.1, 406.766]
[1445.3, 360.571][1486.98, 320.223][1542.79, 461.039][1615.57, 421.937]
[1452.21, 374.151][1495.88, 334.611][1553.9, 478.84][1632, 445.227]
[1459.63, 387.442][1503.63, 348.242][1563.88, 495.891][1643.63, 463.827]
[1465.68, 401.153][1506.04, 358.05][1573.9, 512.411][1653.07, 478.543]
[1470.49, 412.447][1513.38, 371.133][1582.2, 527.189][1659.93, 491.32]
[1474.49, 423.013][1516.96, 382.203][1589.66, 542.397][1666.53, 504.395]
[1478.5, 435.423][1521.22, 393.235][1592.07, 554.117][1672.69, 517.148]
[1481.19, 446.011][1526.46, 404.561][1598.71, 568.444][1678.88, 530.803]
[1484.42, 457.119][1529.58, 415.649][1604.68, 582.436][1685.4, 544.87]
[1487.3, 469.515][1532.05, 427.438][1610.2, 597.875][1691.59, 559.471]
[1489.32, 481.738][1537.89, 439.238][1616.56, 611.724][1696.25, 571.822]
[1492.55, 493.489][1539.56, 450.079][1622.14, 625.846][1700.8, 584.51]
[1496.05, 505.401][1543.63, 461.301][1629.15, 641.275][1707.6, 598.85]
[1499.62, 515.834][1547.9, 472.12][1637.6, 655.716][1714.37, 611.303]
