C1= C2= C3= C4= 
[461, 617]   [520, 468]   [623, 383]   [646, 444]
         [461.204, 617.107]   [520.504, 467.011]   [622.808, 383.005]   [646.008, 444.005]
         [461.348, 617.266]   [519.57, 469.224]   [607.682, 394.373]   [647.559, 441.25]
         [461.722, 617.435]   [517.892, 471.627]   [590.663, 406.886]   [649.677, 437.828]
         [458.032, 617.587]   [518.386, 470.277]   [596.189, 400.815]   [651.087, 435.493]
         [459.314, 617.712]   [519.341, 469.424]   [600.004, 396.29]   [652.522, 432.752]
         [460.33, 617.526]   [519.244, 471.301]   [600.229, 394.111]   [656.754, 427.785]
         [460.818, 617.089]   [520.632, 469.523]   [607.732, 389.214]   [657.946, 425.742]
         [462.078, 616.165]   [521.077, 469.67]   [609.232, 386.122]   [661.489, 420.979]
         [463.93, 614.866]   [522.016, 469.173]   [612.782, 382.597]   [662.012, 421.973]
         [465.612, 612.98]   [523.327, 466.341]   [614.194, 379.985]   [664.22, 419.365]
         [466.245, 610.935]   [523.681, 466.417]   [594.501, 395.947]   [650.472, 404.2]
         [467.312, 609.143]   [527.09, 462.688]   [582.231, 405.829]   [656.159, 405.527]
         [468.404, 606.882]   [532.784, 456.117]   [578.069, 407.94]   [658.745, 409.776]
         [468.208, 604.308]   [537.857, 450.405]   [577.748, 427.374]   [662.223, 408.484]
         [469.341, 601.808]   [538.94, 448.535]   [578.56, 441.168]   [665.07, 407.264]
         [469.491, 599.72]   [541.27, 446.288]   [579.594, 450.346]   [667.098, 408.073]
         [469.914, 597.575]   [543.258, 444.364]   [580.722, 455.955]   [658.477, 392.767]
         [472.23, 595.287]   [544.773, 440.239]   [573.559, 446.304]   [653.068, 380.667]
         [473.824, 593.156]   [545.322, 438.169]   [568.969, 438.086]   [648.19, 371.683]
         [476.645, 590.944]   [548.045, 437.002]   [576.613, 449.392]   [657.616, 378.462]
         [478.618, 588.795]   [548.235, 435.972]   [570.981, 440.398]   [665.451, 383.297]
         [480.653, 586.993]   [551.613, 430.346]   [573.97, 427.483]   [673.394, 385.255]
         [482.381, 585.459]   [559.898, 421.462]   [573.236, 420.766]   [668.13, 372.906]
         [485.93, 583.718]   [560.562, 420.042]   [571.073, 416.887]   [677.212, 374.605]
         [488.762, 582.21]   [551.643, 460.945]   [573.559, 411.1]   [683.391, 376.97]
         [489.742, 581.531]   [554.402, 449.75]   [574.422, 407.605]   [688.435, 377.797]
         [484.727, 580.797]   [554.339, 443.95]   [574.435, 405.797]   [692.287, 378.167]
         [485.748, 579.922]   [574.402, 455.12]   [574.109, 404.807]   [676.008, 368.382]
         [485.749, 579.393]   [567.651, 448.764]   [599.857, 385.312]   [671.777, 386.655]
