C1= C2= C3= C4= 
[558.998, 723.997]   [606.998, 773.997]   [673.997, 604.998]   [724.997, 651.997]
         [559.045, 724.059]   [607.049, 774.063]   [673.528, 605.049]   [725.059, 649.419]
         [559.049, 724.064]   [607.054, 774.068]   [673.349, 605.053]   [725.064, 649.665]
         [559.054, 723.74]   [607.059, 774.075]   [675.24, 604.398]   [725.07, 649.797]
         [559.365, 723.541]   [607.065, 774.083]   [676.729, 603.991]   [725.077, 649.882]
         [559.282, 723.406]   [607.069, 774.089]   [675.092, 603.714]   [724.788, 650.235]
         [559.224, 723.601]   [610.571, 770.595]   [671.594, 605.267]   [724.874, 650.487]
         [559.18, 723.743]   [609.616, 771.554]   [673.719, 604.645]   [724.936, 650.377]
         [558.853, 723.846]   [609.498, 771.967]   [675.285, 604.185]   [724.391, 651.178]
         [558.908, 723.624]   [609.111, 772.274]   [675.852, 603.843]   [724.583, 650.878]
         [558.948, 722.851]   [609.729, 771.897]   [676.271, 602.982]   [723.211, 653.984]
         [559.899, 719.818]   [609.877, 769.466]   [676.27, 600.806]   [723.727, 650.758]
         [559.357, 715.401]   [610.292, 763.319]   [675.641, 595.783]   [724.111, 644.011]
         [558.955, 709.32]   [610.594, 756.273]   [676.115, 589.881]   [724.081, 638.087]
         [561.196, 701.058]   [613.033, 747.939]   [678.047, 582.704]   [724.693, 632.794]
         [564.441, 693.754]   [616.417, 739.308]   [681.061, 574.917]   [727.703, 624.465]
         [570.008, 687.239]   [622.72, 732.478]   [686.135, 568.688]   [733.108, 618.472]
         [579.844, 682.267]   [631.47, 729.224]   [695.609, 564.891]   [743.153, 612.581]
         [592.146, 677.444]   [644.919, 725.336]   [708.621, 561.892]   [753.67, 613.56]
         [607.765, 675.396]   [660.066, 723.32]   [723.457, 559.859]   [769.3, 610.514]
         [626.539, 676.585]   [678.167, 725.183]   [742.638, 560.726]   [788.741, 608.359]
         [647.149, 679.212]   [698.934, 727.321]   [762.565, 563.107]   [809.845, 609.518]
         [667.323, 681.237]   [718.566, 729.642]   [782.899, 564.616]   [830.71, 609.822]
         [685.289, 681.47]   [736.791, 730.743]   [801.636, 563.815]   [849.506, 610.77]
         [699.781, 680.099]   [753.427, 729.016]   [816.033, 562.02]   [855.458, 622.001]
         [711.244, 678.187]   [765.784, 726.516]   [826.446, 558.82]   [870.55, 613.842]
         [717.916, 675.549]   [773.751, 722.795]   [833.339, 555.251]   [880.201, 608.609]
         [721.68, 674.366]   [778.439, 720.829]   [839.232, 553.399]   [886.79, 603.237]
