C1= C2= C3= C4= 
[1173, 356][1228, 313][1302, 487][1368, 435]
[954.524, 387.856][997.962, 345.312][1048.61, 488.369][1098.76, 444.941]
[963.761, 386.237][1008.36, 341.111][1057.92, 484.213][1109.14, 441.029]
[970.851, 382.998][1016.35, 336.172][1065.67, 480.772][1117.12, 437.185]
[974.858, 377.805][1021.35, 331.465][1072.25, 478.081][1123.54, 433.878]
[978.941, 373.357][1023.28, 326.246][1075.98, 473.815][1128.01, 428.548]
[981.634, 370.032][1024.92, 321.524][1078.68, 470.633][1131.81, 424.268]
[983.862, 366.46][1028.36, 317.717][1082.66, 468.623][1134.92, 419.949]
[984.29, 363.193][1026.8, 314.879][1082.7, 465.995][1136.31, 416.986]
[982.229, 361.648][1027.61, 314.04][1081.18, 464.898][1133.99, 416.57]
[980.7, 361.279][1025.97, 313.343][1080.35, 465.162][1133.14, 415.05]
[979.364, 360.328][1021.41, 312.45][1079.54, 464.968][1132.01, 414.081]
[978.248, 359.991][1022.1, 311.314][1078.53, 464.347][1130.74, 414.306]
[976.818, 357.668][1020.92, 309.803][1077.77, 464.117][1129.77, 414.445]
[975.57, 356.333][1021.92, 309.421][1077.6, 464.396][1129.44, 415.037]
[973.837, 356.27][1020.74, 310.111][1077.8, 465.487][1128.9, 413.237]
[971.924, 357.675][1017.25, 311.809][1076.78, 468.059][1128.18, 416.175]
[970.439, 359.603][1016.56, 314.257][1076.31, 470.631][1128.24, 419.024]
[969.198, 363.091][1014.47, 317.568][1075.18, 475.086][1127.78, 424.326]
[968.238, 366.953][1016.05, 322.453][1075.47, 479.701][1127.73, 429.306]
[967.473, 370.887][1015.79, 326.306][1075.35, 483.896][1127.63, 434.672]
[965.981, 374.567][1013.22, 329.917][1074.03, 488.323][1126.61, 436.196]
[964.411, 378.328][1010.13, 332.999][1071.16, 492.238][1125.93, 440.461]
[962.67, 380.038][1008.45, 335.109][1071.86, 495.553][1125.06, 443.264]
[962.007, 381.253][1005.47, 335.43][1071.77, 496.421][1125, 444.366]
[961.52, 380.695][1004.14, 334.498][1071.69, 496.173][1124.95, 444.295]
[960.566, 379.988][1003.69, 333.215][1069.62, 494.555][1124.62, 443.966]
[959.287, 378.262][1005.4, 331.631][1068.59, 493.243][1122.92, 442.501]
[958.364, 376.92][1006.18, 330.407][1067.82, 492.169][1121.03, 441.599]
[957.665, 375.89][1006.5, 329.469][1067.51, 491.336][1119.59, 440.9]
[957.144, 375.654][1005.63, 329.308][1066.99, 490.676][1118.48, 438.657]
[956.744, 375.187][1006.66, 329.182][1066.59, 490.722][1117.34, 438.317]
[955.927, 374.546][1005.22, 328.527][1066.31, 490.156][1116.76, 437.471]
[954.721, 374.045][1006.66, 328.585][1064.09, 489.714][1115.46, 437.949]
[953.535, 373.377][1005.22, 328.065][1062.67, 489.354][1115.33, 438.029]
[952.938, 372.293][1002.11, 326.809][1062.45, 488.205][1114.11, 437.227]
[953.105, 370.049][1001.46, 324.43][1061.75, 484.456][1115.2, 434.319]
[953.258, 367.756][1000.13, 321.46][1061.51, 481.278][1114.92, 430.933]
[952.526, 364.537][997.367, 319.153][1059.6, 477.078][1111.83, 424.843]
[950.594, 360.997][994.466, 316.888][1057.34, 473.071][1107.5, 419.101]
[947.347, 357.36][992.772, 313.958][1054.12, 469.067][1103.25, 416.341]
[943.823, 355.308][991.04, 312.425][1049.49, 466.175][1098.42, 414.715]
[939.998, 354.337][989.166, 311.847][1046.24, 465.132][1094.74, 413.792]
[936.485, 353.903][983.437, 310.28][1043.17, 463.788][1088.77, 409.958]
[933.223, 352.751][982.486, 310.258][1040.26, 463.087][1085.05, 407.896]
[929.698, 349.667][978.141, 307.454][1035.86, 460.66][1079.2, 403.286]
[925.971, 347.684][974.062, 305.384][1030.88, 458.04][1075.17, 400.458]
[922.062, 344.802][969.591, 302.998][1026.02, 454.675][1070.21, 396.957]
[918.529, 342.333][968.496, 302.056][1021.47, 451.55][1067.02, 395.178]
[915.465, 340.882][965.292, 299.75][1017.08, 449.043][1063.72, 394.594]
[912.562, 339.214][962.849, 297.99][1013.73, 446.276][1059.5, 393.606]
[908.957, 336.543][958.445, 295.525][1009.79, 443.337][1056.04, 390.614]
[905.077, 334.992][954.503, 293.823][1005.42, 441.91][1051.77, 389.425]
[900.523, 333.602][949.045, 292.023][999.942, 439.495][1046.95, 388.891]
[895.414, 332.592][944.936, 292.392][993.57, 437.707][1040.8, 388.549]
[890.452, 333.017][940.746, 292.743][989.351, 438.396][1034.78, 388.079]
[885.655, 333.718][933.989, 292.525][983.739, 437.908][1028.91, 386.111]
[880.463, 333.784][928.976, 293.002][978.511, 438.21][1022.09, 386.395]
[874.11, 334.69][920.764, 292.232][970.131, 437.018][1015.02, 386.901]
[866.605, 334.059][912.391, 291.723][962.521, 435.649][1007.6, 385.126]
[859.373, 333.36][903.93, 290.259][955.534, 434.418][1000.2, 384.428]
[852.876, 331.444][897.642, 288.614][948.968, 432.122][993.322, 382.82]
[848.489, 329.974][892.271, 286.779][943.671, 430.079][987.788, 381.309]
[845.095, 328.537][892.497, 288.276][939.274, 428.198][983.791, 380.43]
[829.45, 327.608][873.929, 286.842][920.348, 423.628][964.693, 378.151]
[831.18, 334.133][872.681, 291.23][918.224, 427.502][964.901, 381.76]
[834.195, 337.076][877.055, 294.978][918.261, 429.303][968.106, 385.547]
[835.696, 337.92][878.132, 295.832][920.539, 430.941][969.462, 386.854]
[836.15, 338.412][879.606, 296.963][923.621, 432.808][970.131, 388.231]
[835.943, 339.278][878.346, 297.094][924.836, 433.717][969.512, 387.954]
[835.202, 339.09][877.401, 296.661][924.258, 434.081][969.005, 388.041]
[834.088, 339.225][876.916, 297.401][923.515, 434.876][967.528, 387.849]
[833.282, 339.576][875.558, 297.953][923.517, 435.993][967.232, 388.473]
[833.717, 340.353][877.376, 299.916][923.552, 436.852][967.812, 389.981]
[835.619, 345.621][878.808, 301.972][923.846, 437.007][968.275, 391.68]
[837.671, 347.68][880.491, 303.06][924.11, 437.385][969.982, 393.538]
[840.383, 349.287][885.567, 305.495][925.415, 438.472][972.431, 395.263]
[842.552, 350.777][886.659, 305.776][928.372, 440.389][975.215, 397.133]
[845.349, 351.629][889.686, 307.036][933.705, 442.688][977.971, 397.488]
[848.666, 351.75][890.169, 306.934][935.197, 441.767][982.355, 397.49]
[853.759, 351.072][897.225, 308.073][940.774, 442.496][986.874, 398.132]
[859.202, 351.166][903.087, 308.171][945.81, 443.201][992.771, 398.727]
[864.395, 352.606][908.316, 309.896][950.707, 444.834][998.88, 401.117]
[870.015, 353.691][913.963, 312.04][957.79, 447.193][1004.08, 403.209]
[876.557, 355.352][920.246, 313.396][964.065, 448.999][1009.74, 404.805]
[883.842, 357.187][927.047, 314.426][971.989, 450.382][1017.46, 406.303]
[891.366, 359.333][933.646, 316.789][979.173, 452.741][1024.78, 407.343]
[898.625, 361.846][941.026, 319.189][985.046, 454.297][1031.59, 409.277]
[904.91, 363.173][946.851, 320.429][992.227, 456.288][1038.66, 410.719]
[909.603, 362.458][952.598, 320.769][997.902, 457.215][1044.24, 412.065]
[914.33, 363.293][957.586, 321.579][1003.4, 457.918][1050.24, 413.662]
[918.252, 364.144][961.144, 322.12][1008.49, 459.225][1054.85, 413.673]
[922.043, 364.266][967.252, 324.313][1012.04, 460.001][1057.75, 414.29]
[924.813, 364.763][972.364, 326.376][1014.61, 460.11][1060.09, 414.573]
[927.34, 365.677][973.532, 326.192][1015.83, 460.15][1061.72, 414.747]
[929.212, 367.223][977.779, 328.885][1018.7, 461.305][1062.89, 416.006]
[930.087, 368.059][975.611, 329.158][1020.05, 462.408][1064.09, 417.19]
[930.495, 369.005][978.537, 331.105][1021.12, 464.714][1064.46, 417.832]
[929.818, 369.04][978.91, 331.876][1020.08, 464.638][1064.34, 419.349]
[931.508, 369.042][975.668, 330.719][1018.9, 462.259][1065.59, 418.489]
[934.805, 367.257][976.03, 328.589][1021.99, 459.787][1069.13, 413.761]
[940.794, 365.588][981.456, 326.367][1026.97, 456.728][1075.3, 412.663]
[946.875, 365.112][988.837, 325.738][1032.28, 454.911][1080.96, 412.928]
[951.378, 364.441][994.643, 325.796][1036.78, 455.213][1084.85, 412.833]
[954.728, 363.626][999.29, 325.825][1040.7, 454.877][1086.87, 413.319]
[957.276, 363.558][1000.84, 325.267][1042.27, 454.041][1089.54, 409.967]
[958.891, 363.205][1003.7, 325.376][1045.44, 454.832][1090.97, 410.514]
[961.805, 362.927][1006.13, 324.016][1048.41, 454.009][1093.17, 410.365]
[963.261, 361.263][1006.93, 322.658][1050.5, 453.373][1095.24, 409.673]
[965.19, 361.136][1006.35, 321.039][1052.63, 452.898][1097.66, 409.434]
[967.074, 360.189][1009.45, 320.373][1053.53, 451.688][1099.07, 408.117]
[969.016, 360.315][1011.2, 319.295][1054.15, 451.044][1098.66, 407.674]
[971.468, 359.853][1013.23, 318.476][1057.01, 450.28][1101.01, 407.06]
[973.151, 358.38][1019.39, 320.69][1059.29, 449.996][1101.79, 406.605]
[976.07, 358.376][1021.54, 320.149][1061.27, 450.068][1104.58, 405.977]
[978.584, 358.679][1023.45, 319.186][1063.08, 448.754][1107.6, 402.446]
[981.913, 359.195][1026.31, 319.002][1066.7, 449.14][1110.75, 403.638]
[984.717, 358.757][1026.77, 317.175][1068.61, 446.634][1113.43, 399.512]
[986.076, 356.183][1027.45, 315.222][1068.73, 444.449][1115.27, 398.057]
[987.664, 353.613][1027.38, 311.44][1069.93, 441.904][1116.68, 396.366]
[987.912, 350.488][1029.48, 308.516][1070.73, 439.097][1116.5, 392.808]
[987.804, 346.571][1027.36, 305.048][1071.94, 436.59][1116.35, 389.419]
[986.179, 342.558][1025.09, 301.401][1070.21, 433.395][1115.88, 387.01]
[985.421, 338.947][1024.13, 296.929][1068.79, 428.98][1114.87, 383.778]
[984.172, 332.8][1023.32, 291.268][1068.76, 423.073][1113.71, 377.927]
[983.395, 327.605][1022.9, 285.313][1067.22, 415.782][1113.01, 371.821]
[983.023, 321.396][1023.09, 279.092][1068.25, 409.671][1111.28, 360.917]
[982.066, 315.696][1021.46, 274.529][1068.1, 405.197][1111.84, 357.594]
[980.739, 311.898][1021.02, 271.044][1066.25, 401.213][1111.97, 354.507]
[979.083, 308.308][1018.93, 267.98][1064.48, 397.201][1111.44, 352.331]
[975.501, 304.867][1018.14, 266.075][1059.95, 393.157][1108.72, 349.704]
[972.699, 301.6][1018.37, 265.438][1057.55, 391.131][1105.16, 348.502]
[969.945, 301.092][1013.66, 263.515][1054.54, 389.881][1102.66, 347.299]
[967.26, 300.034][1010.03, 262.202][1052.23, 389.678][1099.88, 345.695]
[964.635, 297.646][1007.23, 260.175][1051.03, 389.656][1096.6, 344.87]
[962.397, 295.235][1005.76, 257.795][1048.78, 387.712][1093.25, 342.87]
[960.231, 293.473][1001.78, 255.706][1048.67, 387.456][1091.1, 340.479]
[959.288, 293.374][1000.34, 254.161][1046.6, 386.694][1089.29, 340.175]
[958.017, 292.51][1002.21, 255.116][1046.81, 387.655][1087.95, 338.567]
[955.316, 292.211][1000.45, 254.754][1043.19, 384.66][1084.91, 337.693]
[952.738, 291.86][997.425, 254.051][1039.6, 382.804][1082.08, 337.772]
[949.668, 290.842][993.996, 253.046][1036.91, 382.656][1078.24, 336.795]
[947.335, 290.698][992.832, 252.91][1032.54, 381.152][1076.19, 336.101]
[945.673, 290.757][990.315, 252.387][1031.92, 381.613][1075.05, 336.026]
[943.418, 291.827][987.106, 253.296][1029.6, 381.85][1072.34, 337.284]
[940.557, 293.518][985.793, 256.287][1025.55, 383.186][1068.85, 339.403]
[937.881, 295.179][981.458, 258.094][1022.24, 385.434][1066.27, 341.964]
[936.413, 297.637][980.698, 260.091][1020.86, 387.779][1063.73, 343.977]
[936.383, 299.286][978.901, 259.918][1020.02, 388.753][1063.44, 344.108]
[935.503, 300.361][977.528, 261.041][1019.7, 389.906][1061.52, 345.178]
[933.194, 300.918][976, 261.927][1016.4, 389.089][1058.73, 342.856]
[929.803, 299.644][974.642, 262.052][1014.82, 389.347][1055.55, 342.824]
[925.511, 298.953][969.342, 261.011][1010.51, 388.698][1050.29, 342.527]
[921.063, 298.136][964.394, 260.207][1004.6, 386.762][1045.38, 341.732]
[916.607, 296.372][959.259, 258.45][1000.75, 385.872][1040.3, 340.864]
[913.44, 294.496][956.437, 256.575][995.481, 382.666][1036.99, 339.108]
[911.615, 292.77][954.592, 255.137][992.894, 380.202][1035.34, 337.476]
[909.727, 292.902][952.112, 255.202][989.849, 379.48][1033.31, 338.836]
[906.249, 296.805][949.047, 259.909][988.961, 386.196][1029.48, 339.663]
[904.1, 302.151][947.218, 265.303][985.94, 389.977][1027.05, 345.212]
[902.761, 306.541][949.855, 271.724][985.098, 394.897][1026.1, 349.491]
[905.212, 310.79][950.208, 274.955][986.501, 396.686][1027.14, 353.657]
[907.291, 313.416][950.656, 276.781][988.361, 398.583][1028.16, 356.517]
[909.566, 315.649][951.112, 278.11][988.497, 400.561][1029.37, 358.937]
[912.774, 315.935][952.631, 277.128][990.34, 400.088][1032.04, 358.518]
[913.353, 314.09][953.059, 274.312][991.314, 397.121][1031.96, 356.139]
[913.242, 308.379][953.403, 269.267][993.506, 393.383][1033.05, 350.866]
[913.229, 301.925][955.752, 264.762][992.458, 386.211][1033.15, 345.332]
[913.231, 295.178][955.883, 258.391][991.943, 378.337][1033.81, 339.589]
[913.833, 290.468][953.982, 252.817][992.145, 372.75][1036.1, 333.932]
[915.815, 287.527][957.22, 250.935][994.14, 370.331][1036.23, 328.815]
[917.947, 286.44][960.62, 250.089][997.448, 369.949][1039.53, 329.232]
[921.037, 286.346][963.821, 250.165][1001.17, 370.139][1044.12, 330.59]
[926.859, 288.587][968.58, 251.389][1003.47, 369.733][1049.94, 332.801]
[932.477, 290.664][974.238, 253.536][1009.82, 372.363][1056.7, 335.998]
[941.877, 296.6][981.675, 256.384][1016.38, 375.038][1064.69, 338.221]
[951.286, 300.046][991.289, 259.739][1025.05, 377.711][1074.44, 341.943]
[962.819, 303.339][1000.96, 264.106][1036.84, 382.105][1087.1, 346.024]
[974.157, 307.84][1011.18, 268.599][1044.72, 383.224][1099.3, 350.288]
[984.598, 311.245][1021.36, 271.434][1055.12, 386.931][1110.39, 352.944]
[993.68, 314.205][1030.24, 274.234][1064.74, 390.404][1119.4, 355.318]
[1001.37, 317.035][1039.24, 276.658][1072.01, 393.089][1127.32, 358.859]
[1008.01, 317.876][1046.06, 278.074][1081.28, 396.477][1133.81, 361.413]
[1014.15, 319.932][1053.5, 280.288][1088.02, 399.064][1140.13, 363.639]
[1018.88, 321.654][1057.23, 281.854][1094.08, 401.211][1145.83, 362.357]
[1023.33, 321.263][1059.5, 281.346][1099.56, 402.287][1150.74, 362.208]
[1027.16, 319.723][1063.64, 280.287][1103.62, 401.312][1155.75, 362.564]
[1031.83, 317.385][1068.28, 277.757][1107.9, 399.13][1161.91, 361.418]
[1037.34, 314.652][1071.79, 275.162][1115.09, 397.651][1166.83, 359.319]
[1043.96, 313.632][1077.75, 273.688][1121.87, 396.453][1174.1, 358.492]
[1052.11, 311.984][1085.66, 272.54][1131.01, 396.098][1183.92, 358.143]
[1060.82, 310.105][1096.23, 272.201][1141.9, 396.068][1193.88, 357.828]
[1071.43, 308.636][1106.28, 270.778][1153.04, 394.01][1204.86, 356.99]
[1081.77, 308.662][1115.93, 270.254][1162.61, 394.406][1214.86, 355.449]
[1089.65, 308.401][1125.58, 269.282][1171.58, 395.272][1222.16, 353.971]
[1095.79, 307.347][1133.66, 267.392][1177.99, 395.077][1229.27, 352.255]
[1098.18, 304.567][1136.69, 265.395][1182.82, 394.338][1233.22, 350.381]
[1100.68, 302.97][1137.41, 262.694][1186.38, 392.622][1236.09, 348.918]
[1102.6, 299.781][1139.09, 260.083][1183.92, 386.725][1237.95, 346.393]
[1104.87, 296.219][1141.74, 256.971][1186.49, 383.9][1240.43, 341.626]
[1106.96, 293.496][1144.71, 252.888][1188.24, 380.028][1242.95, 337.681]
[1108.32, 289.435][1145.02, 249.203][1187.61, 375.35][1244.62, 332.672]
[1107.9, 286.081][1145.24, 246.433][1189.66, 373.799][1245.28, 330.305]
[1108.23, 283.993][1148.38, 244.805][1191.06, 372.265][1244.72, 325.506]
[1107.83, 283.069][1147.25, 244.244][1191.19, 372.345][1243.88, 323.933]
[1107.31, 283.732][1147.3, 244.595][1190.46, 373.155][1243.26, 325.305]
[1106.68, 285.791][1146.24, 246.12][1191.7, 375.893][1242.55, 327.632]
[1105.4, 288.03][1145.48, 248.534][1188.93, 377.176][1241.76, 331.254]
[1103.7, 289.798][1143.29, 249.856][1187.8, 379.935][1240.43, 332.057]
[1101.06, 290.043][1141.73, 250.338][1186.17, 381.504][1238.64, 333.591]
[1098.88, 290.272][1139.49, 250.178][1184.74, 382.72][1237.08, 334.812]
[1097.41, 290.468][1137.11, 250.076][1182.97, 383.083][1235.79, 334.622]
[1095.98, 291.778][1134.97, 250.574][1184.21, 385.974][1234.21, 334.182]
[1095.3, 293.406][1135.46, 252.743][1183.79, 387.893][1233.37, 338.216]
[1094.74, 296.404][1136.67, 255.007][1185.16, 391.101][1233.26, 341.629]
[1094.28, 299.038][1135.26, 257.946][1184.15, 393.303][1233.44, 343.419]
[1094.7, 301.91][1136.38, 260.194][1184.09, 395.793][1234.9, 344.758]
[1094.71, 303.528][1137.5, 261.917][1184.58, 398.266][1235.12, 349.563]
[1093.5, 303.854][1136.85, 262.626][1185.17, 399.517][1235.5, 351.179]
[1093.7, 304.937][1136.87, 262.554][1185.55, 399.832][1236.31, 353.531]
[1094.43, 305.476][1136.58, 262.489][1186.13, 400.059][1238.1, 353.88]
[1095.54, 305.53][1138.63, 263.563][1187.06, 400.722][1239.98, 354.927]
[1097.52, 306.695][1139.87, 263.766][1188.59, 401.163][1242.51, 355.952]
[1098.97, 307.224][1140.14, 263.868][1189.65, 401.404][1244.61, 356.045]
[1100.03, 306.443][1141.47, 263.922][1191.28, 401.259][1244.71, 355.494]
[1099.69, 305.829][1142.18, 262.804][1192.5, 401.129][1244.18, 354.475]
[1099.37, 305.03][1146.11, 263.634][1192.22, 400.686][1243.97, 355.066]
[1099.66, 304.394][1143.93, 261.969][1191.94, 399.74][1244.33, 351.769]
[1099.9, 303.9][1143.98, 260.664][1191.75, 399.006][1244.92, 351.795]
[1100.33, 304.075][1143.07, 260.216][1188.88, 396.64][1245.59, 352.077]
[1100.87, 303.314][1142.57, 259.293][1190.08, 397.114][1246.56, 349.938]
[1101.58, 301.855][1142.77, 257.416][1191.89, 396.321][1248.19, 350.314]
[1102.37, 300.434][1144.04, 255.98][1194.1, 396.569][1249.65, 349.436]
[1103.22, 299.066][1145.54, 254.906][1194.29, 395.312][1251.84, 348.757]
[1102.99, 297.149][1145.24, 254.084][1195.58, 394.34][1252.65, 348.521]
[1103.39, 295.65][1145.01, 252.862][1196.57, 393.579][1253.55, 348.919]
[1103.96, 297.746][1145.07, 251.943][1197.88, 392.995][1254.18, 347.763]
[1104.04, 297.058][1144.48, 251.297][1197.91, 392.567][1254.24, 346.296]
[1102.89, 295.415][1143.7, 250.87][1197.84, 392.267][1253.61, 344.917]
[1102.58, 294.454][1143.1, 250.554][1194.62, 390.321][1253.11, 344.156]
[1102.92, 293.4][1146.7, 250.294][1197.04, 390.241][1253.31, 344.422]
[1104.88, 291.788][1147.11, 248.43][1200, 389.65][1255.68, 343.806]
[1107.5, 289.443][1150.55, 246.466][1202.22, 387.212][1257.74, 342.494]
[1110.72, 286.731][1154.12, 243.762][1204.84, 384.14][1260.52, 340.014]
[1114.24, 283.896][1156.17, 241.22][1206.43, 381.293][1263.1, 337.601]
[1116.89, 281.774][1159.12, 238.746][1209.32, 378.867][1265.3, 334.638]
[1119.04, 280.039][1162.69, 236.735][1212.24, 376.605][1267.69, 331.668]
[1121.1, 279.466][1164.36, 235.363][1214.01, 375.028][1269.92, 330.695]
[1123.14, 279.71][1167.26, 233.84][1215.54, 372.762][1271.5, 328.885]
[1124.63, 274.76][1168.24, 231.011][1217.5, 370.229][1273.21, 324.674]
[1123.96, 268.754][1167.46, 226.062][1215.74, 365.221][1273.27, 319.526]
[1122.88, 264.302][1163.69, 220.987][1214.98, 360.679][1272.2, 314.584]
[1121.89, 259.124][1163.23, 215.613][1214.53, 355.714][1271.48, 310.76]
[1120.52, 253.985][1160.83, 210.323][1214.45, 352.478][1270.61, 304.93]
[1119.97, 249.702][1161.23, 205.348][1215.46, 349.354][1271.01, 301.553]
[1119.82, 245.853][1161.81, 201.544][1216.22, 347.268][1271.01, 297.825]
[1119.39, 243.537][1162.55, 200.434][1217.95, 347.483][1270.39, 297.352]
[1119.58, 243.827][1162.46, 200.49][1218.6, 347.623][1270.13, 295.837]
[1119.71, 244.775][1164.41, 201.837][1218.17, 349.004][1270.48, 297.13]
[1119.8, 244.98][1163.28, 202.352][1218.12, 349.242][1271.61, 297.601]
[1121.56, 247.702][1164.67, 200.656][1218.86, 347.282][1272.71, 295.285]
[1124.11, 243.367][1166.35, 197.566][1220.91, 343.402][1274.44, 292.591]
[1126.3, 240.52][1171.08, 194.245][1222.68, 340.02][1277.16, 289.574]
[1127.03, 234.204][1172.57, 190.191][1225.97, 337.341][1279.15, 284.59]
[1127.58, 230.509][1173.13, 186.504][1227.34, 334.133][1279.51, 279.896]
[1127.95, 228.089][1173.21, 183.22][1228.04, 331.488][1280.31, 276.998]
[1130.47, 229.643][1171.45, 180.955][1225.59, 327.951][1280.83, 273.887]
[1130.09, 227.714][1171.23, 179.246][1225.41, 325.83][1281.22, 272.678]
[1129.14, 226.752][1170.71, 178.775][1224.04, 324.451][1280.85, 272.316]
[1127.26, 223.739][1169.44, 178.432][1221.55, 322.833][1280.55, 271.771]
[1126.34, 224.13][1170.42, 178.325][1220.74, 322.311][1279.7, 272.085]
[1124.46, 222.262][1168.31, 177.787][1221.24, 324.019][1276.73, 268.168]
[1123, 221.514][1166.38, 177.495][1219.62, 323.465][1276.69, 266.707]
[1121.87, 220.401][1166.87, 176.734][1219.5, 323.07][1276.66, 267.901]
[1120.99, 219.961][1166.39, 176.273][1219.12, 322.883][1276.33, 268.119]
[1120.89, 219.415][1167.45, 175.993][1219.1, 322.81][1276.35, 269.518]
[1121.11, 219.139][1166.54, 175.341][1218.8, 323.159][1275.78, 268.451]
[1121.57, 219.469][1166.41, 174.803][1220.3, 323.408][1275.62, 268.164]
[1121.93, 219.522][1167.18, 174.463][1221.18, 323.381][1276.08, 268.896]
[1122.22, 219.691][1167.48, 174.621][1220.97, 322.878][1276.13, 269.878]
[1122.44, 220.807][1167.7, 176.022][1219.92, 323.462][1276.74, 270.737]
[1122.61, 222.855][1168.15, 178.001][1220.85, 324.809][1276.62, 270.278]
[1123.61, 224.459][1169.08, 180.132][1221.85, 326.447][1277.69, 272.542]
[1126.12, 227.191][1171.81, 182.98][1223.77, 328.913][1279.66, 276.66]
[1129.83, 234.888][1173.64, 186.382][1225.56, 330.846][1282.36, 279.592]
[1132.92, 238.466][1176.46, 190.75][1227.48, 334.095][1284.97, 283.307]
[1135.84, 240.6][1180.04, 195.252][1230.08, 337.749][1287.53, 286.727]
[1138.58, 244.189][1182.42, 199.797][1231.73, 341.087][1289.13, 289.875]
[1140.63, 248.622][1183.91, 203.811][1233.81, 344.768][1291.17, 294.267]
[1142.47, 251.156][1187.63, 207.463][1235.7, 347.594][1292.73, 298.218]
[1143.47, 251.811][1188.06, 208.968][1237.04, 349.653][1292.09, 300.259]
[1144.22, 251.132][1186.93, 208.368][1238.06, 349.49][1291.58, 299.213]
[1145.88, 249.085][1188, 206.085][1238.79, 346.985][1292.28, 297.456]
[1148.18, 246.258][1188.43, 203.06][1240.1, 343.817][1293.89, 293.412]
[1150.52, 241.754][1191.05, 199.553][1243.41, 339.914][1295.12, 288.253]
[1153.33, 237.673][1192.96, 195.652][1244.41, 334.3][1296.56, 282.528]
[1155.39, 233.405][1195.77, 192.079][1245.66, 328.867][1298.16, 278.722]
[1157.51, 228.682][1197.91, 187.034][1246.61, 322.393][1298.81, 272.649]
[1157.39, 222.731][1197.81, 180.25][1246.15, 315.662][1301.01, 266.515]
[1155.56, 214.154][1197.16, 172.186][1245.81, 308.218][1297.49, 256.906]
[1153.86, 205.922][1195.24, 163.741][1242.42, 298.033][1293.15, 247.082]
[1151.97, 195.799][1192.02, 154.325][1240.1, 288.146][1289.52, 236.021]
[1149.88, 188.172][1188.33, 146.074][1235.09, 276.955][1285.56, 226.831]
[1147.07, 179.906][1184.33, 139.612][1231.27, 267.765][1280.85, 216.868]
[1142.64, 172.57][1181.28, 133.649][1224.94, 259.459][1275.28, 207.969]
[1138.7, 166.744][1177.29, 128.282][1219.61, 252.105][1269.43, 202.137]
[1134.83, 160.361][1174.51, 123.09][1213.01, 243.154][1264.1, 196.603]
[1132.13, 154.182][1171.55, 117.539][1209.63, 236.986][1259.76, 189.42]
[1130.87, 148.217][1172.06, 110.928][1206.42, 228.761][1258.92, 184.657]
[1130.79, 139.716][1170.22, 101.899][1205.42, 219.672][1257.49, 175.403]
[1130.18, 131.141][1170.25, 93.1869][1205.29, 210.38][1258.19, 168.884]
[1130.4, 123.454][1172.75, 86.5285][1207.19, 203.431][1256.93, 162.255]
[1130.03, 118.055][1170.62, 81.0346][1206.98, 197.179][1259.26, 157.979]
[1128.94, 112.155][1168.47, 77.9493][1205.79, 193.037][1253.61, 147.99]
[1127.22, 108.181][1165.92, 75.5734][1203.69, 189.258][1251.29, 144.657]
[1125.99, 106.962][1164.08, 74.6402][1201.95, 187.667][1248.54, 141.925]
[1123.69, 106.518][1162.48, 75.228][1200.18, 187.564][1246.9, 143.252]
[1120.5, 108.55][1158.68, 77.4687][1193.94, 187.558][1244.23, 144.343]
[1116.85, 111.639][1155.14, 81.5884][1190.82, 191.679][1241.29, 150.191]
[1113.65, 116.859][1152.34, 86.9382][1187.55, 197.18][1238.15, 155.236]
[1113.01, 126.771][1152, 92.3235][1186.58, 202.734][1235.85, 160.708]
[1111.43, 130.485][1150.95, 97.1239][1185.35, 207.701][1235.32, 166.745]
[1111.29, 135.989][1150.34, 100.866][1182.53, 210.37][1234.51, 170.57]
[1113.17, 141.586][1151.88, 104.496][1184.49, 213.89][1235.98, 173.747]
[1115.25, 142.425][1155.73, 107.028][1184.01, 214.898][1238.33, 176.231]
[1118.68, 142.505][1158.2, 108.7][1185.85, 215.772][1242.9, 178.193]
[1123.65, 143.439][1163.02, 108.824][1191.09, 216.21][1247.32, 180.29]
[1128.05, 141.288][1169.01, 107.769][1196.6, 215.14][1253.02, 177.886]
[1132.56, 138.781][1175.04, 104.666][1200.85, 212.062][1258.85, 177.189]
[1134.94, 133.64][1178.32, 100.505][1204.47, 209.076][1261.38, 173.464]
[1136.09, 129.772][1178.97, 96.7955][1206.06, 205.766][1262.09, 166.064]
[1135.85, 124.692][1176.6, 92.7152][1207.61, 202.57][1261.2, 160.256]
[1134.96, 119.813][1174.94, 88.572][1207.85, 199.152][1260.13, 158.294]
[1133.7, 117.49][1172.77, 85.0795][1205.71, 195.355][1259.01, 155.627]
[1130.35, 113.866][1170.48, 82.2631][1202.29, 192.036][1255.5, 151.727]
[1126.63, 112.655][1167.57, 80.2245][1196.8, 189.628][1251.95, 151.734]
[1122.6, 112.889][1163.3, 80.103][1191.4, 188.362][1244.89, 149.751]
[1118.34, 113.174][1156.55, 80.3932][1186.95, 188.068][1239.16, 148.888]
[1113.99, 113.842][1152.88, 81.914][1181.64, 188.315][1234.86, 147.826]
[1110.96, 116.123][1149.52, 84.2768][1177.88, 188.853][1231.6, 150.497]
[1107.79, 117.647][1146.67, 86.7198][1175.3, 190.468][1228.84, 153.48]
