0.095860,-3.613616,10.728059
0.065999,-3.628872,10.679912
0.036179,-3.644102,10.631616
0.006404,-3.659302,10.583180
-0.023322,-3.674470,10.534615
-0.052993,-3.689601,10.485934
-0.082606,-3.704692,10.437148
-0.112156,-3.719738,10.388272
-0.141638,-3.734736,10.339318
-0.171047,-3.749679,10.290301
-0.200378,-3.764564,10.241235
-0.229625,-3.779386,10.192136
-0.258783,-3.794137,10.143018
-0.287847,-3.808814,10.093896
-0.316812,-3.823410,10.044785
-0.345673,-3.837919,9.995701
-0.374423,-3.852336,9.946657
-0.403059,-3.866654,9.897670
-0.431575,-3.880869,9.848751
-0.459966,-3.894973,9.799915
-0.488227,-3.908961,9.751175
-0.516354,-3.922828,9.702541
-0.544342,-3.936570,9.654026
-0.572188,-3.950179,9.605638
-0.599886,-3.963653,9.557386
-0.627434,-3.976986,9.509280
-0.654827,-3.990175,9.461325
-0.682063,-4.003215,9.413527
-0.709139,-4.016104,9.365891
-0.736052,-4.028836,9.318421
-0.762800,-4.041411,9.271118
-0.789381,-4.053826,9.223982
-0.815794,-4.066079,9.177012
-0.842040,-4.078168,9.130206
-0.868116,-4.090093,9.083558
-0.894025,-4.101855,9.037062
-0.919767,-4.113453,8.990711
-0.945344,-4.124889,8.944493
-0.970760,-4.136165,8.898397
-0.996017,-4.147284,8.852408
-1.021121,-4.158250,8.806511
-1.046076,-4.169068,8.760687
-1.070888,-4.179743,8.714918
-1.095566,-4.190281,8.669183
-1.120116,-4.200690,8.623457
-1.144549,-4.210978,8.577716
-1.168874,-4.221155,8.531933
-1.193102,-4.231232,8.486077
-1.217247,-4.241221,8.440118
-1.241321,-4.251137,8.394021
-1.265339,-4.260994,8.347753
-1.289318,-4.270811,8.301273
-1.313273,-4.280608,8.254544
-1.337223,-4.290409,8.207523
-1.361188,-4.300240,8.160166
-1.385189,-4.310131,8.112431
-1.409247,-4.320116,8.064273
-1.433384,-4.330233,8.015653
-1.457619,-4.340522,7.966541
-1.481970,-4.351027,7.916922
-1.506446,-4.361787,7.866809
-1.531042,-4.372834,7.816268
-1.555727,-4.384175,7.765443
-1.580431,-4.395776,7.714606
-1.605023,-4.407524,7.664210
-1.629288,-4.419196,7.614941
-1.652932,-4.430436,7.567717
-1.675629,-4.440800,7.523532
-1.693816,-4.446080,7.489548
-1.711182,-4.449779,7.457423
-1.727731,-4.451873,7.427114
-1.743475,-4.452357,7.398556
-1.758434,-4.451243,7.371660
-1.772637,-4.448561,7.346311
-1.786122,-4.444352,7.322371
-1.798937,-4.438665,7.299689
-1.811140,-4.431559,7.278099
-1.822798,-4.423100,7.257419
-1.833985,-4.413363,7.237458
-1.844782,-4.402436,7.218017
-1.855277,-4.390414,7.198894
-1.865560,-4.377404,7.179896
-1.875724,-4.363520,7.160839
-1.885858,-4.348886,7.141552
-1.896053,-4.333632,7.121881
-1.906391,-4.317892,7.101688
-1.916947,-4.301799,7.080865
-1.927787,-4.285481,7.059324
-1.938962,-4.269060,7.037001
-1.950512,-4.252647,7.013858
-1.962461,-4.236344,6.989877
-1.974817,-4.220238,6.965068
-1.987576,-4.204400,6.939467
-2.000716,-4.188886,6.913133
-2.014203,-4.173734,6.886152
-2.027989,-4.158970,6.858631
-2.042014,-4.144600,6.830696
-2.056206,-4.130616,6.802493
-2.070483,-4.116994,6.774184
-2.084751,-4.103698,6.745947
-2.098909,-4.090679,6.717972
-2.112845,-4.077878,6.690453
-2.126446,-4.065235,6.663585
-2.139590,-4.052684,6.637559
-2.152155,-4.040165,6.612559
-2.164017,-4.027618,6.588755
-2.175054,-4.014992,6.566309
-2.185142,-4.002243,6.545370
-2.194164,-3.989333,6.526087
-2.202005,-3.976233,6.508606
-2.208553,-3.962917,6.493073
-2.213706,-3.949369,6.479634
-2.217367,-3.935580,6.468434
-2.219447,-3.921549,6.459610
-2.219866,-3.907286,6.453293
-2.218550,-3.892805,6.449607
-2.215436,-3.878128,6.448670
-2.210467,-3.863278,6.450593
-2.203593,-3.848284,6.455482
-2.194775,-3.833176,6.463434
-2.183980,-3.817986,6.474535
-2.171185,-3.802749,6.488858
-2.156377,-3.787502,6.506464
-2.139551,-3.772283,6.527393
-2.120712,-3.757136,6.551664
-2.099876,-3.742111,6.579273
-2.077068,-3.727257,6.610197
-2.052323,-3.712631,6.644396
-2.025685,-3.698288,6.681807
-1.997206,-3.684286,6.722353
-1.966945,-3.670681,6.765940
-1.934966,-3.657525,6.812470
-1.901335,-3.644860,6.861839
-1.866120,-3.632723,6.913944
-1.829391,-3.621135,6.968690
-1.791215,-3.610110,7.025982
-1.751664,-3.599648,7.085725
-1.710808,-3.589739,7.147817
-1.668719,-3.580362,7.212154
-1.625470,-3.571483,7.278628
-1.581137,-3.563060,7.347124
-1.535798,-3.555043,7.417520
-1.489536,-3.547372,7.489682
-1.442437,-3.539979,7.563473
-1.394588,-3.532789,7.638751
-1.346082,-3.525720,7.715365
-1.297013,-3.518691,7.793152
-1.247482,-3.511619,7.871940
-1.197589,-3.504429,7.951544
-1.147442,-3.497049,8.031769
-1.097151,-3.489417,8.112413
-1.046832,-3.481482,8.193257
-0.996605,-3.473203,8.274076
-0.946597,-3.464552,8.354641
-0.896936,-3.455512,8.434721
-0.847750,-3.446077,8.514092
-0.799172,-3.436247,8.592537
-0.751331,-3.426038,8.669842
-0.704360,-3.415475,8.745799
-0.658386,-3.404594,8.820202
-0.613539,-3.393447,8.892853
-0.569941,-3.382096,8.963564
-0.527714,-3.370620,9.032154
-0.486974,-3.359113,9.098446
-0.447830,-3.347679,9.162267
-0.410386,-3.336431,9.223456
-0.374734,-3.325486,9.281866
-0.340959,-3.314957,9.337368
-0.309135,-3.304956,9.389844
-0.279328,-3.295587,9.439196
-0.251595,-3.286946,9.485338
-0.225982,-3.279116,9.528202
-0.202527,-3.272165,9.567734
