1.684402,-4.618369,5.582910
1.654599,-4.658482,5.569439
1.624843,-4.698333,5.556265
1.595137,-4.737921,5.543390
1.565482,-4.777244,5.530813
1.535880,-4.816299,5.518537
1.506334,-4.855085,5.506560
1.476844,-4.893598,5.494884
1.447414,-4.931838,5.483509
1.418046,-4.969800,5.472437
1.388741,-5.007483,5.461667
1.359502,-5.044885,5.451200
1.330332,-5.082002,5.441036
1.301233,-5.118833,5.431177
1.272206,-5.155375,5.421622
1.243255,-5.191625,5.412373
1.214382,-5.227582,5.403429
1.185590,-5.263242,5.394791
1.156880,-5.298604,5.386459
1.128256,-5.333665,5.378434
1.099720,-5.368423,5.370716
1.071274,-5.402875,5.363305
1.042921,-5.437020,5.356201
1.014663,-5.470855,5.349406
0.986503,-5.504378,5.342918
0.958443,-5.537587,5.336738
0.930486,-5.570480,5.330866
0.902634,-5.603055,5.325302
0.874889,-5.635311,5.320046
0.847255,-5.667245,5.315098
0.819732,-5.698856,5.310458
0.792324,-5.730143,5.306125
0.765032,-5.761104,5.302101
0.737859,-5.791737,5.298383
0.710808,-5.822041,5.294972
0.683880,-5.852015,5.291867
0.657077,-5.881659,5.289069
0.630402,-5.910970,5.286576
0.603857,-5.939947,5.284388
0.577442,-5.968591,5.282504
0.551162,-5.996899,5.280925
0.525016,-6.024871,5.279650
0.499008,-6.052506,5.278677
0.473138,-6.079804,5.278007
0.447409,-6.106763,5.277638
0.421822,-6.133384,5.277571
0.396379,-6.159665,5.277804
0.371081,-6.185607,5.278338
0.345930,-6.211208,5.279170
0.320927,-6.236470,5.280300
0.296073,-6.261391,5.281727
0.271370,-6.285972,5.283451
0.246818,-6.310213,5.285471
0.222420,-6.334114,5.287786
0.198174,-6.357675,5.290394
0.174083,-6.380896,5.293295
0.150146,-6.403778,5.296488
0.126364,-6.426322,5.299971
0.102738,-6.448527,5.303745
0.079267,-6.470394,5.307808
0.055951,-6.491925,5.312158
0.032790,-6.513119,5.316795
0.009784,-6.533979,5.321717
-0.013069,-6.554505,5.326924
-0.035768,-6.574698,5.332414
-0.058315,-6.594560,5.338185
