-1.171252,-8.518780,5.657322
-1.218448,-8.476049,5.655714
-1.264583,-8.433183,5.654226
-1.309659,-8.390183,5.652857
-1.353678,-8.347048,5.651607
-1.396645,-8.303777,5.650477
-1.438561,-8.260371,5.649465
-1.479431,-8.216829,5.648573
-1.519257,-8.173151,5.647800
-1.558043,-8.129335,5.647145
-1.595794,-8.085382,5.646608
-1.632513,-8.041291,5.646190
-1.668204,-7.997062,5.645890
-1.702871,-7.952694,5.645708
-1.736518,-7.908186,5.645644
-1.769151,-7.863539,5.645697
-1.800772,-7.818751,5.645867
-1.831389,-7.773823,5.646154
-1.861004,-7.728754,5.646557
-1.889623,-7.683544,5.647077
-1.917251,-7.638193,5.647714
-1.943893,-7.592699,5.648467
-1.969555,-7.547065,5.649336
-1.994240,-7.501288,5.650321
-2.017956,-7.455371,5.651422
-2.040707,-7.409312,5.652640
-2.062498,-7.363114,5.653973
-2.083336,-7.316775,5.655424
-2.103225,-7.270299,5.656990
-2.122171,-7.223685,5.658673
-2.140179,-7.176935,5.660473
-2.157256,-7.130050,5.662390
-2.173406,-7.083034,5.664424
-2.188635,-7.035886,5.666576
-2.202949,-6.988611,5.668844
-2.216354,-6.941210,5.671230
-2.228855,-6.893685,5.673734
-2.240457,-6.846040,5.676355
-2.251167,-6.798278,5.679094
-2.260991,-6.750402,5.681950
-2.269933,-6.702415,5.684925
-2.277999,-6.654320,5.688017
-2.285196,-6.606122,5.691227
-2.291530,-6.557823,5.694555
-2.297005,-6.509427,5.698001
-2.301627,-6.460939,5.701565
-2.305403,-6.412363,5.705246
-2.308337,-6.363702,5.709045
-2.310436,-6.314962,5.712962
-2.311706,-6.266145,5.716997
-2.312151,-6.217258,5.721149
-2.311777,-6.168303,5.725419
-2.310590,-6.119287,5.729807
-2.308596,-6.070213,5.734313
-2.305799,-6.021087,5.738936
-2.302206,-5.971913,5.743676
-2.297821,-5.922697,5.748535
-2.292649,-5.873443,5.753510
-2.286697,-5.824157,5.758603
-2.279968,-5.774843,5.763814
-2.272467,-5.725508,5.769141
-2.264200,-5.676155,5.774586
-2.255171,-5.626792,5.780148
-2.245385,-5.577421,5.785827
-2.234846,-5.528050,5.791622
-2.223558,-5.478683,5.797535
-2.211525,-5.429326,5.803563
-2.198751,-5.379983,5.809708
-2.185240,-5.330661,5.815969
-2.170995,-5.281363,5.822346
-2.156020,-5.232095,5.828837
-2.140316,-5.182862,5.835444
-2.123888,-5.133669,5.842166
-2.106736,-5.084520,5.849001
-2.088863,-5.035420,5.855951
-2.070270,-4.986373,5.863013
-2.050958,-4.937384,5.870189
-2.030928,-4.888455,5.877478
-2.010180,-4.839591,5.884878
-1.988712,-4.790794,5.892390
-1.966525,-4.742069,5.900013
-1.943615,-4.693417,5.907747
-1.919981,-4.644840,5.915590
-1.895619,-4.596341,5.923544
-1.870525,-4.547921,5.931606
-1.844694,-4.499580,5.939777
-1.818120,-4.451319,5.948056
-1.790796,-4.403137,5.956443
-1.762713,-4.355033,5.964936
-1.733862,-4.307005,5.973536
-1.704233,-4.259051,5.982242
-1.673813,-4.211165,5.991052
-1.642589,-4.163344,5.999967
-1.610545,-4.115581,6.008986
-1.577664,-4.067870,6.018108
-1.543927,-4.020200,6.027333
-1.509312,-3.972561,6.036659
-1.473796,-3.924942,6.046086
-1.437354,-3.877327,6.055614
-1.399955,-3.829699,6.065243
-1.361569,-3.782040,6.074970
-1.322161,-3.734328,6.084797
-1.281693,-3.686537,6.094723
-1.240122,-3.638638,6.104748
-1.197404,-3.590599,6.114872
-1.153490,-3.542382,6.125094
-1.108326,-3.493945,6.135415
-1.061855,-3.445241,6.145836
-1.014015,-3.396216,6.156356
-0.964742,-3.346808,6.166977
-0.913968,-3.296950,6.177699
-0.861623,-3.246566,6.188523
-0.807636,-3.195571,6.199449
-0.751937,-3.143872,6.210479
-0.694462,-3.091367,6.221613
-0.635155,-3.037946,6.232852
-0.573974,-2.983492,6.244194
-0.510901,-2.927884,6.255639
-0.445945,-2.871000,6.267186
-0.379162,-2.812724,6.278831
-0.310655,-2.752950,6.290569
-0.240593,-2.691597,6.302397
-0.169210,-2.628615,6.314309
-0.096801,-2.563996,6.326300
-0.023691,-2.497775,6.338372
0.049819,-2.430024,6.350536
0.113205,-2.368673,6.364247
0.175981,-2.307644,6.377985
0.238102,-2.246991,6.391750
0.299528,-2.186770,6.405544
0.360217,-2.127040,6.419369
0.420132,-2.067859,6.433225
0.479236,-2.009290,6.447112
0.537494,-1.951397,6.461029
0.594873,-1.894243,6.474977
0.651340,-1.837892,6.488954
0.706865,-1.782410,6.502956
0.761419,-1.727860,6.516981
0.814973,-1.674305,6.531021
0.867501,-1.621808,6.545069
0.918975,-1.570425,6.559117
0.969371,-1.520213,6.573155
1.018664,-1.471223,6.587174
1.066829,-1.423500,6.601161
1.113842,-1.377088,6.615105
1.159682,-1.332021,6.628992
1.204324,-1.288331,6.642811
1.247747,-1.246040,6.656547
1.289929,-1.205169,6.670189
1.330848,-1.165730,6.683725
1.370487,-1.127730,6.697143
1.408825,-1.091172,6.710432
1.445846,-1.056054,6.723582
